id_mensalidade,id_aluno,competencia,data_vencimento,data_pagamento,valor,status,chave_competencia
MEN00009950,ALU00830,2026-02-01,2026-02-10,2026-02-17,1843.86,Pago,202602
MEN00009951,ALU00830,2026-03-01,2026-03-10,2026-03-17,1841.98,Pago,202603
MEN00009952,ALU00830,2026-04-01,2026-04-10,2026-04-09,1881.16,Pago,202604
MEN00009953,ALU00830,2026-05-01,2026-05-10,2026-05-09,1876.89,Pago,202605
MEN00009954,ALU00830,2026-06-01,2026-06-10,,1836.7,Vencido,202606
MEN00009955,ALU00830,2026-07-01,2026-07-10,2026-07-08,1833.94,Pago,202607
MEN00009956,ALU00830,2026-08-01,2026-08-10,2026-08-10,1802.98,Pago,202608
MEN00009957,ALU00830,2026-09-01,2026-09-10,2026-09-09,1860.73,Pago,202609
MEN00009958,ALU00830,2026-10-01,2026-10-10,2026-10-13,1889.67,Pago,202610
MEN00009959,ALU00830,2026-11-01,2026-11-10,,1812.38,Vencido,202611
MEN00009960,ALU00830,2026-12-01,2026-12-10,2026-12-14,1895.42,Pago,202612
MEN00009961,ALU00831,2026-01-01,2026-01-10,2026-01-18,1892.58,Pago,202601
MEN00009962,ALU00831,2026-02-01,2026-02-10,2026-02-18,1807.84,Pago,202602
MEN00009963,ALU00831,2026-03-01,2026-03-10,2026-03-13,1817.24,Pago,202603
MEN00009964,ALU00831,2026-04-01,2026-04-10,2026-04-07,1882.72,Pago,202604
MEN00009965,ALU00831,2026-05-01,2026-05-10,,1813.81,Em Aberto,202605
MEN00009966,ALU00831,2026-06-01,2026-06-10,2026-06-18,1798.66,Pago,202606
MEN00009967,ALU00831,2026-07-01,2026-07-10,2026-07-17,1825.36,Pago,202607
MEN00009968,ALU00831,2026-08-01,2026-08-10,2026-08-17,1893.74,Pago,202608
MEN00009969,ALU00831,2026-09-01,2026-09-10,2026-09-08,1807.03,Pago,202609
MEN00009970,ALU00831,2026-10-01,2026-10-10,2026-10-08,1815.24,Pago,202610
MEN00009971,ALU00831,2026-11-01,2026-11-10,,1834.63,Em Aberto,202611
MEN00009972,ALU00831,2026-12-01,2026-12-10,,1811.0,Vencido,202612
MEN00009973,ALU00832,2026-01-01,2026-01-10,2026-01-10,1817.7,Pago,202601
MEN00009974,ALU00832,2026-02-01,2026-02-10,2026-02-07,1858.02,Pago,202602
MEN00009975,ALU00832,2026-03-01,2026-03-10,2026-03-08,1876.54,Pago,202603
MEN00009976,ALU00832,2026-04-01,2026-04-10,2026-04-13,1812.24,Pago,202604
MEN00009977,ALU00832,2026-05-01,2026-05-10,2026-05-08,1876.23,Pago,202605
MEN00009978,ALU00832,2026-06-01,2026-06-10,,1807.81,Vencido,202606
MEN00009979,ALU00832,2026-07-01,2026-07-10,2026-07-10,1854.59,Pago,202607
MEN00009980,ALU00832,2026-08-01,2026-08-10,2026-08-09,1875.75,Pago,202608
MEN00009981,ALU00832,2026-09-01,2026-09-10,2026-09-08,1886.86,Pago,202609
MEN00009982,ALU00832,2026-10-01,2026-10-10,2026-10-14,1845.68,Pago,202610
MEN00009983,ALU00832,2026-11-01,2026-11-10,2026-11-15,1796.01,Pago,202611
MEN00009984,ALU00832,2026-12-01,2026-12-10,2026-12-08,1900.65,Pago,202612
MEN00009985,ALU00833,2026-01-01,2026-01-10,2026-01-18,1839.19,Pago,202601
MEN00009986,ALU00833,2026-02-01,2026-02-10,2026-02-11,1809.24,Pago,202602
MEN00009987,ALU00833,2026-03-01,2026-03-10,2026-03-18,1831.71,Pago,202603
MEN00009988,ALU00833,2026-04-01,2026-04-10,2026-04-14,1805.43,Pago,202604
MEN00009989,ALU00833,2026-05-01,2026-05-10,,1806.6,Vencido,202605
MEN00009990,ALU00833,2026-06-01,2026-06-10,2026-06-17,1817.28,Pago,202606
MEN00009991,ALU00833,2026-07-01,2026-07-10,2026-07-13,1862.97,Pago,202607
MEN00009992,ALU00833,2026-08-01,2026-08-10,2026-08-17,1882.62,Pago,202608
MEN00009993,ALU00833,2026-09-01,2026-09-10,2026-09-09,1821.48,Pago,202609
MEN00009994,ALU00833,2026-10-01,2026-10-10,2026-10-15,1808.72,Pago,202610
MEN00009995,ALU00833,2026-11-01,2026-11-10,2026-11-14,1852.95,Pago,202611
MEN00009996,ALU00833,2026-12-01,2026-12-10,,1844.51,Vencido,202612
MEN00009997,ALU00834,2026-01-01,2026-01-10,2026-01-12,1853.42,Pago,202601
MEN00009998,ALU00834,2026-02-01,2026-02-10,2026-02-14,1833.69,Pago,202602
MEN00009999,ALU00834,2026-03-01,2026-03-10,2026-03-11,1865.54,Pago,202603
MEN00010000,ALU00834,2026-04-01,2026-04-10,2026-04-12,1838.91,Pago,202604
MEN00010001,ALU00834,2026-05-01,2026-05-10,2026-05-12,1796.08,Pago,202605
MEN00010002,ALU00834,2026-06-01,2026-06-10,2026-06-18,1883.3,Pago,202606
MEN00010003,ALU00834,2026-07-01,2026-07-10,2026-07-16,1874.12,Pago,202607
MEN00010004,ALU00834,2026-08-01,2026-08-10,2026-08-07,1826.47,Pago,202608
MEN00010005,ALU00834,2026-09-01,2026-09-10,2026-09-11,1815.66,Pago,202609
MEN00010006,ALU00834,2026-10-01,2026-10-10,2026-10-07,1831.94,Pago,202610
MEN00010007,ALU00834,2026-11-01,2026-11-10,2026-11-12,1888.23,Pago,202611
MEN00010008,ALU00834,2026-12-01,2026-12-10,,1827.56,Vencido,202612
MEN00010009,ALU00835,2026-01-01,2026-01-10,2026-01-16,1799.6,Pago,202601
MEN00010010,ALU00835,2026-02-01,2026-02-10,,1819.29,Vencido,202602
MEN00010011,ALU00835,2026-03-01,2026-03-10,2026-03-12,1897.02,Pago,202603
MEN00010012,ALU00835,2026-04-01,2026-04-10,2026-04-10,1862.71,Pago,202604
MEN00010013,ALU00835,2026-05-01,2026-05-10,2026-05-08,1848.43,Pago,202605
MEN00010014,ALU00835,2026-06-01,2026-06-10,,1799.34,Em Aberto,202606
MEN00010015,ALU00835,2026-07-01,2026-07-10,2026-07-17,1802.03,Pago,202607
MEN00010016,ALU00835,2026-08-01,2026-08-10,2026-08-16,1854.62,Pago,202608
MEN00010017,ALU00835,2026-09-01,2026-09-10,2026-09-12,1857.27,Pago,202609
MEN00010018,ALU00835,2026-10-01,2026-10-10,2026-10-15,1843.25,Pago,202610
MEN00010019,ALU00835,2026-11-01,2026-11-10,2026-11-13,1823.41,Pago,202611
MEN00010020,ALU00835,2026-12-01,2026-12-10,2026-12-13,1826.07,Pago,202612
MEN00010021,ALU00836,2026-01-01,2026-01-10,2026-01-15,1803.85,Pago,202601
MEN00010022,ALU00836,2026-02-01,2026-02-10,2026-02-10,1811.1,Pago,202602
MEN00010023,ALU00836,2026-03-01,2026-03-10,,1824.32,Vencido,202603
MEN00010024,ALU00836,2026-04-01,2026-04-10,,1898.8,Em Aberto,202604
MEN00010025,ALU00836,2026-05-01,2026-05-10,2026-05-18,1795.87,Pago,202605
MEN00010026,ALU00836,2026-06-01,2026-06-10,2026-06-09,1818.87,Pago,202606
MEN00010027,ALU00836,2026-07-01,2026-07-10,2026-07-07,1865.61,Pago,202607
MEN00010028,ALU00836,2026-08-01,2026-08-10,2026-08-10,1808.88,Pago,202608
MEN00010029,ALU00836,2026-09-01,2026-09-10,2026-09-13,1823.33,Pago,202609
MEN00010030,ALU00836,2026-10-01,2026-10-10,2026-10-10,1824.42,Pago,202610
MEN00010031,ALU00836,2026-11-01,2026-11-10,,1863.96,Vencido,202611
MEN00010032,ALU00836,2026-12-01,2026-12-10,2026-12-13,1870.78,Pago,202612
MEN00010033,ALU00837,2026-01-01,2026-01-10,2026-01-09,1864.96,Pago,202601
MEN00010034,ALU00837,2026-02-01,2026-02-10,2026-02-17,1844.97,Pago,202602
MEN00010035,ALU00837,2026-03-01,2026-03-10,,1797.43,Vencido,202603
MEN00010036,ALU00837,2026-04-01,2026-04-10,2026-04-11,1867.58,Pago,202604
MEN00010037,ALU00837,2026-05-01,2026-05-10,2026-05-09,1905.44,Pago,202605
MEN00010038,ALU00837,2026-06-01,2026-06-10,2026-06-15,1812.61,Pago,202606
MEN00010039,ALU00837,2026-07-01,2026-07-10,2026-07-11,1901.03,Pago,202607
MEN00010040,ALU00837,2026-08-01,2026-08-10,,1842.26,Em Aberto,202608
MEN00010041,ALU00837,2026-09-01,2026-09-10,2026-09-10,1867.61,Pago,202609
MEN00010042,ALU00837,2026-10-01,2026-10-10,2026-10-10,1843.07,Pago,202610
MEN00010043,ALU00837,2026-11-01,2026-11-10,,1861.93,Vencido,202611
MEN00010044,ALU00837,2026-12-01,2026-12-10,2026-12-12,1899.46,Pago,202612
MEN00010045,ALU00838,2026-01-01,2026-01-10,2026-01-16,1844.74,Pago,202601
MEN00010046,ALU00838,2026-02-01,2026-02-10,2026-02-15,1890.59,Pago,202602
MEN00010047,ALU00838,2026-03-01,2026-03-10,2026-03-07,1840.25,Pago,202603
MEN00010048,ALU00838,2026-04-01,2026-04-10,,1879.02,Em Aberto,202604
MEN00010049,ALU00838,2026-05-01,2026-05-10,2026-05-11,1803.94,Pago,202605
MEN00010050,ALU00838,2026-06-01,2026-06-10,2026-06-15,1897.95,Pago,202606
MEN00010051,ALU00838,2026-07-01,2026-07-10,,1881.76,Vencido,202607
MEN00010052,ALU00838,2026-08-01,2026-08-10,2026-08-08,1860.19,Pago,202608
MEN00010053,ALU00838,2026-09-01,2026-09-10,2026-09-16,1803.96,Pago,202609
MEN00010054,ALU00838,2026-10-01,2026-10-10,2026-10-15,1892.16,Pago,202610
MEN00010055,ALU00838,2026-11-01,2026-11-10,2026-11-14,1825.87,Pago,202611
MEN00010056,ALU00838,2026-12-01,2026-12-10,2026-12-07,1798.44,Pago,202612
MEN00010057,ALU00839,2026-01-01,2026-01-10,,1808.31,Em Aberto,202601
MEN00010058,ALU00839,2026-02-01,2026-02-10,2026-02-13,1823.28,Pago,202602
MEN00010059,ALU00839,2026-03-01,2026-03-10,2026-03-10,1795.38,Pago,202603
MEN00010060,ALU00839,2026-04-01,2026-04-10,,1812.54,Vencido,202604
MEN00010061,ALU00839,2026-05-01,2026-05-10,2026-05-11,1831.99,Pago,202605
MEN00010062,ALU00839,2026-06-01,2026-06-10,2026-06-08,1836.23,Pago,202606
MEN00010063,ALU00839,2026-07-01,2026-07-10,2026-07-11,1795.33,Pago,202607
MEN00010064,ALU00839,2026-08-01,2026-08-10,2026-08-11,1820.01,Pago,202608
MEN00010065,ALU00839,2026-09-01,2026-09-10,2026-09-16,1856.15,Pago,202609
MEN00010066,ALU00839,2026-10-01,2026-10-10,2026-10-15,1856.23,Pago,202610
MEN00010067,ALU00839,2026-11-01,2026-11-10,2026-11-12,1887.81,Pago,202611
MEN00010068,ALU00839,2026-12-01,2026-12-10,2026-12-14,1891.93,Pago,202612
MEN00010069,ALU00840,2026-01-01,2026-01-10,2026-01-17,1826.73,Pago,202601
MEN00010070,ALU00840,2026-02-01,2026-02-10,2026-02-11,1832.83,Pago,202602
MEN00010071,ALU00840,2026-03-01,2026-03-10,2026-03-10,1808.71,Pago,202603
MEN00010072,ALU00840,2026-04-01,2026-04-10,2026-04-12,1844.47,Pago,202604
MEN00010073,ALU00840,2026-05-01,2026-05-10,,1874.36,Vencido,202605
MEN00010074,ALU00840,2026-06-01,2026-06-10,2026-06-10,1898.34,Pago,202606
MEN00010075,ALU00840,2026-07-01,2026-07-10,2026-07-14,1819.67,Pago,202607
MEN00010076,ALU00840,2026-08-01,2026-08-10,2026-08-12,1841.06,Pago,202608
MEN00010077,ALU00840,2026-09-01,2026-09-10,2026-09-13,1875.29,Pago,202609
MEN00010078,ALU00840,2026-10-01,2026-10-10,2026-10-09,1848.71,Pago,202610
MEN00010079,ALU00840,2026-11-01,2026-11-10,2026-11-10,1876.93,Pago,202611
MEN00010080,ALU00840,2026-12-01,2026-12-10,2026-12-14,1836.49,Pago,202612
MEN00010081,ALU00841,2026-01-01,2026-01-10,2026-01-08,1794.55,Pago,202601
MEN00010082,ALU00841,2026-02-01,2026-02-10,,1857.09,Em Aberto,202602
MEN00010083,ALU00841,2026-03-01,2026-03-10,2026-03-08,1850.44,Pago,202603
MEN00010084,ALU00841,2026-04-01,2026-04-10,2026-04-13,1866.57,Pago,202604
MEN00010085,ALU00841,2026-05-01,2026-05-10,2026-05-14,1883.88,Pago,202605
MEN00010086,ALU00841,2026-06-01,2026-06-10,2026-06-16,1796.37,Pago,202606
MEN00010087,ALU00841,2026-07-01,2026-07-10,,1796.33,Em Aberto,202607
MEN00010088,ALU00841,2026-08-01,2026-08-10,2026-08-18,1829.99,Pago,202608
MEN00010089,ALU00841,2026-09-01,2026-09-10,,1854.23,Em Aberto,202609
MEN00010090,ALU00841,2026-10-01,2026-10-10,2026-10-11,1854.11,Pago,202610
MEN00010091,ALU00841,2026-11-01,2026-11-10,2026-11-12,1833.98,Pago,202611
MEN00010092,ALU00841,2026-12-01,2026-12-10,2026-12-13,1903.65,Pago,202612
MEN00010093,ALU00842,2026-01-01,2026-01-10,2026-01-18,1889.89,Pago,202601
MEN00010094,ALU00842,2026-02-01,2026-02-10,2026-02-13,1889.66,Pago,202602
MEN00010095,ALU00842,2026-03-01,2026-03-10,2026-03-10,1857.3,Pago,202603
MEN00010096,ALU00842,2026-04-01,2026-04-10,2026-04-15,1874.32,Pago,202604
MEN00010097,ALU00842,2026-05-01,2026-05-10,2026-05-09,1808.7,Pago,202605
MEN00010098,ALU00842,2026-06-01,2026-06-10,2026-06-07,1852.64,Pago,202606
MEN00010099,ALU00842,2026-07-01,2026-07-10,2026-07-10,1844.8,Pago,202607
MEN00010100,ALU00842,2026-08-01,2026-08-10,2026-08-16,1838.82,Pago,202608
MEN00010101,ALU00842,2026-09-01,2026-09-10,2026-09-12,1812.06,Pago,202609
MEN00010102,ALU00842,2026-10-01,2026-10-10,2026-10-15,1809.78,Pago,202610
MEN00010103,ALU00842,2026-11-01,2026-11-10,2026-11-08,1799.15,Pago,202611
MEN00010104,ALU00842,2026-12-01,2026-12-10,,1801.09,Vencido,202612
MEN00010105,ALU00843,2026-01-01,2026-01-10,2026-01-10,1893.93,Pago,202601
MEN00010106,ALU00843,2026-02-01,2026-02-10,2026-02-15,1828.56,Pago,202602
MEN00010107,ALU00843,2026-03-01,2026-03-10,2026-03-08,1826.82,Pago,202603
MEN00010108,ALU00843,2026-04-01,2026-04-10,,1810.4,Vencido,202604
MEN00010109,ALU00843,2026-05-01,2026-05-10,2026-05-07,1817.39,Pago,202605
MEN00010110,ALU00843,2026-06-01,2026-06-10,2026-06-09,1859.55,Pago,202606
MEN00010111,ALU00843,2026-07-01,2026-07-10,2026-07-15,1894.03,Pago,202607
MEN00010112,ALU00843,2026-08-01,2026-08-10,2026-08-10,1800.61,Pago,202608
MEN00010113,ALU00843,2026-09-01,2026-09-10,2026-09-08,1890.35,Pago,202609
MEN00010114,ALU00843,2026-10-01,2026-10-10,,1841.47,Em Aberto,202610
MEN00010115,ALU00843,2026-11-01,2026-11-10,2026-11-11,1800.66,Pago,202611
MEN00010116,ALU00843,2026-12-01,2026-12-10,2026-12-12,1823.48,Pago,202612
MEN00010117,ALU00844,2026-01-01,2026-01-10,2026-01-14,1891.02,Pago,202601
MEN00010118,ALU00844,2026-02-01,2026-02-10,2026-02-11,1898.97,Pago,202602
MEN00010119,ALU00844,2026-03-01,2026-03-10,2026-03-10,1832.25,Pago,202603
MEN00010120,ALU00844,2026-04-01,2026-04-10,2026-04-17,1868.46,Pago,202604
MEN00010121,ALU00844,2026-05-01,2026-05-10,2026-05-11,1808.75,Pago,202605
MEN00010122,ALU00844,2026-06-01,2026-06-10,2026-06-07,1809.72,Pago,202606
MEN00010123,ALU00844,2026-07-01,2026-07-10,,1890.92,Em Aberto,202607
MEN00010124,ALU00844,2026-08-01,2026-08-10,2026-08-08,1865.01,Pago,202608
MEN00010125,ALU00844,2026-09-01,2026-09-10,2026-09-12,1812.64,Pago,202609
MEN00010126,ALU00844,2026-10-01,2026-10-10,2026-10-07,1828.8,Pago,202610
MEN00010127,ALU00844,2026-11-01,2026-11-10,2026-11-14,1873.68,Pago,202611
MEN00010128,ALU00844,2026-12-01,2026-12-10,2026-12-08,1876.06,Pago,202612
MEN00010129,ALU00845,2026-01-01,2026-01-10,2026-01-13,1829.72,Pago,202601
MEN00010130,ALU00845,2026-02-01,2026-02-10,2026-02-15,1827.53,Pago,202602
MEN00010131,ALU00845,2026-03-01,2026-03-10,2026-03-17,1896.52,Pago,202603
MEN00010132,ALU00845,2026-04-01,2026-04-10,2026-04-08,1843.3,Pago,202604
MEN00010133,ALU00845,2026-05-01,2026-05-10,,1884.6,Em Aberto,202605
MEN00010134,ALU00845,2026-06-01,2026-06-10,2026-06-13,1882.9,Pago,202606
MEN00010135,ALU00845,2026-07-01,2026-07-10,2026-07-13,1819.48,Pago,202607
MEN00010136,ALU00845,2026-08-01,2026-08-10,2026-08-18,1796.48,Pago,202608
MEN00010137,ALU00845,2026-09-01,2026-09-10,2026-09-18,1821.94,Pago,202609
MEN00010138,ALU00845,2026-10-01,2026-10-10,2026-10-17,1806.7,Pago,202610
MEN00010139,ALU00845,2026-11-01,2026-11-10,2026-11-17,1849.59,Pago,202611
MEN00010140,ALU00845,2026-12-01,2026-12-10,2026-12-17,1847.57,Pago,202612
MEN00010141,ALU00846,2026-01-01,2026-01-10,2026-01-15,1884.16,Pago,202601
MEN00010142,ALU00846,2026-02-01,2026-02-10,2026-02-15,1847.43,Pago,202602
MEN00010143,ALU00846,2026-03-01,2026-03-10,2026-03-12,1896.58,Pago,202603
MEN00010144,ALU00846,2026-04-01,2026-04-10,2026-04-09,1798.95,Pago,202604
MEN00010145,ALU00846,2026-05-01,2026-05-10,2026-05-13,1896.25,Pago,202605
MEN00010146,ALU00846,2026-06-01,2026-06-10,2026-06-16,1888.57,Pago,202606
MEN00010147,ALU00846,2026-07-01,2026-07-10,,1816.67,Em Aberto,202607
MEN00010148,ALU00846,2026-08-01,2026-08-10,,1808.74,Em Aberto,202608
MEN00010149,ALU00846,2026-09-01,2026-09-10,2026-09-12,1809.39,Pago,202609
MEN00010150,ALU00846,2026-10-01,2026-10-10,2026-10-14,1854.71,Pago,202610
MEN00010151,ALU00846,2026-11-01,2026-11-10,2026-11-13,1802.57,Pago,202611
MEN00010152,ALU00846,2026-12-01,2026-12-10,2026-12-18,1844.52,Pago,202612
MEN00010153,ALU00847,2026-01-01,2026-01-10,,1831.31,Em Aberto,202601
MEN00010154,ALU00847,2026-02-01,2026-02-10,2026-02-11,1833.4,Pago,202602
MEN00010155,ALU00847,2026-03-01,2026-03-10,2026-03-12,1870.18,Pago,202603
MEN00010156,ALU00847,2026-04-01,2026-04-10,2026-04-15,1856.16,Pago,202604
MEN00010157,ALU00847,2026-05-01,2026-05-10,2026-05-18,1889.45,Pago,202605
MEN00010158,ALU00847,2026-06-01,2026-06-10,2026-06-15,1850.35,Pago,202606
MEN00010159,ALU00847,2026-07-01,2026-07-10,2026-07-12,1822.11,Pago,202607
MEN00010160,ALU00847,2026-08-01,2026-08-10,2026-08-10,1888.16,Pago,202608
MEN00010161,ALU00847,2026-09-01,2026-09-10,,1821.16,Vencido,202609
MEN00010162,ALU00847,2026-10-01,2026-10-10,2026-10-14,1852.58,Pago,202610
MEN00010163,ALU00847,2026-11-01,2026-11-10,2026-11-13,1825.72,Pago,202611
MEN00010164,ALU00847,2026-12-01,2026-12-10,2026-12-07,1813.16,Pago,202612
MEN00010165,ALU00848,2026-01-01,2026-01-10,2026-01-17,1866.86,Pago,202601
MEN00010166,ALU00848,2026-02-01,2026-02-10,2026-02-11,1825.54,Pago,202602
MEN00010167,ALU00848,2026-03-01,2026-03-10,2026-03-13,1888.41,Pago,202603
MEN00010168,ALU00848,2026-04-01,2026-04-10,2026-04-14,1840.42,Pago,202604
MEN00010169,ALU00848,2026-05-01,2026-05-10,2026-05-17,1818.4,Pago,202605
MEN00010170,ALU00848,2026-06-01,2026-06-10,2026-06-10,1840.9,Pago,202606
MEN00010171,ALU00848,2026-07-01,2026-07-10,2026-07-17,1897.51,Pago,202607
MEN00010172,ALU00848,2026-08-01,2026-08-10,2026-08-08,1811.54,Pago,202608
MEN00010173,ALU00848,2026-09-01,2026-09-10,2026-09-08,1867.83,Pago,202609
MEN00010174,ALU00848,2026-10-01,2026-10-10,2026-10-16,1830.96,Pago,202610
MEN00010175,ALU00848,2026-11-01,2026-11-10,2026-11-16,1862.95,Pago,202611
MEN00010176,ALU00848,2026-12-01,2026-12-10,2026-12-13,1821.18,Pago,202612
MEN00010177,ALU00849,2026-01-01,2026-01-10,2026-01-14,1858.62,Pago,202601
MEN00010178,ALU00849,2026-02-01,2026-02-10,2026-02-08,1819.84,Pago,202602
MEN00010179,ALU00849,2026-03-01,2026-03-10,,1818.9,Em Aberto,202603
MEN00010180,ALU00849,2026-04-01,2026-04-10,2026-04-09,1810.88,Pago,202604
MEN00010181,ALU00849,2026-05-01,2026-05-10,,1877.52,Em Aberto,202605
MEN00010182,ALU00849,2026-06-01,2026-06-10,2026-06-14,1895.52,Pago,202606
MEN00010183,ALU00849,2026-07-01,2026-07-10,2026-07-16,1834.83,Pago,202607
MEN00010184,ALU00849,2026-08-01,2026-08-10,2026-08-08,1806.77,Pago,202608
MEN00010185,ALU00849,2026-09-01,2026-09-10,2026-09-17,1866.06,Pago,202609
MEN00010186,ALU00849,2026-10-01,2026-10-10,2026-10-13,1840.28,Pago,202610
MEN00010187,ALU00849,2026-11-01,2026-11-10,,1800.22,Vencido,202611
MEN00010188,ALU00849,2026-12-01,2026-12-10,2026-12-09,1881.32,Pago,202612
MEN00010189,ALU00850,2026-01-01,2026-01-10,2026-01-08,1892.92,Pago,202601
MEN00010190,ALU00850,2026-02-01,2026-02-10,,1849.38,Em Aberto,202602
MEN00010191,ALU00850,2026-03-01,2026-03-10,2026-03-15,1895.01,Pago,202603
MEN00010192,ALU00850,2026-04-01,2026-04-10,2026-04-16,1836.18,Pago,202604
MEN00010193,ALU00850,2026-05-01,2026-05-10,2026-05-08,1853.77,Pago,202605
MEN00010194,ALU00850,2026-06-01,2026-06-10,2026-06-15,1848.57,Pago,202606
MEN00010195,ALU00850,2026-07-01,2026-07-10,2026-07-12,1795.44,Pago,202607
MEN00010196,ALU00850,2026-08-01,2026-08-10,2026-08-18,1817.45,Pago,202608
MEN00010197,ALU00850,2026-09-01,2026-09-10,2026-09-18,1803.23,Pago,202609
MEN00010198,ALU00850,2026-10-01,2026-10-10,2026-10-13,1827.62,Pago,202610
MEN00010199,ALU00850,2026-11-01,2026-11-10,2026-11-13,1858.58,Pago,202611
MEN00010200,ALU00850,2026-12-01,2026-12-10,,1795.09,Em Aberto,202612
MEN00010201,ALU00851,2026-01-01,2026-01-10,2026-01-15,1843.83,Pago,202601
MEN00010202,ALU00851,2026-02-01,2026-02-10,2026-02-16,1813.15,Pago,202602
MEN00010203,ALU00851,2026-03-01,2026-03-10,,1862.48,Em Aberto,202603
MEN00010204,ALU00851,2026-04-01,2026-04-10,2026-04-12,1826.55,Pago,202604
MEN00010205,ALU00851,2026-05-01,2026-05-10,,1862.97,Em Aberto,202605
MEN00010206,ALU00851,2026-06-01,2026-06-10,2026-06-13,1880.35,Pago,202606
MEN00010207,ALU00851,2026-07-01,2026-07-10,2026-07-10,1841.3,Pago,202607
MEN00010208,ALU00851,2026-08-01,2026-08-10,2026-08-18,1834.95,Pago,202608
MEN00010209,ALU00851,2026-09-01,2026-09-10,2026-09-09,1830.46,Pago,202609
MEN00010210,ALU00851,2026-10-01,2026-10-10,2026-10-14,1813.55,Pago,202610
MEN00010211,ALU00851,2026-11-01,2026-11-10,2026-11-07,1823.57,Pago,202611
MEN00010212,ALU00851,2026-12-01,2026-12-10,2026-12-08,1874.45,Pago,202612
MEN00010213,ALU00852,2026-01-01,2026-01-10,2026-01-12,1839.73,Pago,202601
MEN00010214,ALU00852,2026-02-01,2026-02-10,,1801.5,Em Aberto,202602
MEN00010215,ALU00852,2026-03-01,2026-03-10,2026-03-09,1799.63,Pago,202603
MEN00010216,ALU00852,2026-04-01,2026-04-10,2026-04-17,1826.06,Pago,202604
MEN00010217,ALU00852,2026-05-01,2026-05-10,,1820.53,Em Aberto,202605
MEN00010218,ALU00852,2026-06-01,2026-06-10,2026-06-09,1805.24,Pago,202606
MEN00010219,ALU00852,2026-07-01,2026-07-10,2026-07-10,1843.22,Pago,202607
MEN00010220,ALU00852,2026-08-01,2026-08-10,2026-08-11,1805.76,Pago,202608
MEN00010221,ALU00852,2026-09-01,2026-09-10,2026-09-16,1795.23,Pago,202609
MEN00010222,ALU00852,2026-10-01,2026-10-10,2026-10-10,1813.82,Pago,202610
MEN00010223,ALU00852,2026-11-01,2026-11-10,2026-11-07,1816.01,Pago,202611
MEN00010224,ALU00852,2026-12-01,2026-12-10,2026-12-18,1821.27,Pago,202612
MEN00010225,ALU00853,2026-01-01,2026-01-10,2026-01-09,1828.91,Pago,202601
MEN00010226,ALU00853,2026-02-01,2026-02-10,2026-02-07,1874.26,Pago,202602
MEN00010227,ALU00853,2026-03-01,2026-03-10,2026-03-07,1834.01,Pago,202603
MEN00010228,ALU00853,2026-04-01,2026-04-10,2026-04-18,1850.0,Pago,202604
MEN00010229,ALU00853,2026-05-01,2026-05-10,,1865.85,Vencido,202605
MEN00010230,ALU00853,2026-06-01,2026-06-10,2026-06-14,1851.2,Pago,202606
MEN00010231,ALU00853,2026-07-01,2026-07-10,2026-07-12,1799.56,Pago,202607
MEN00010232,ALU00853,2026-08-01,2026-08-10,2026-08-07,1826.13,Pago,202608
MEN00010233,ALU00853,2026-09-01,2026-09-10,2026-09-17,1844.65,Pago,202609
MEN00010234,ALU00853,2026-10-01,2026-10-10,2026-10-11,1885.8,Pago,202610
MEN00010235,ALU00853,2026-11-01,2026-11-10,,1900.85,Vencido,202611
MEN00010236,ALU00853,2026-12-01,2026-12-10,,1901.62,Vencido,202612
MEN00010237,ALU00854,2026-01-01,2026-01-10,2026-01-18,1851.05,Pago,202601
MEN00010238,ALU00854,2026-02-01,2026-02-10,2026-02-11,1874.7,Pago,202602
MEN00010239,ALU00854,2026-03-01,2026-03-10,2026-03-07,1857.57,Pago,202603
MEN00010240,ALU00854,2026-04-01,2026-04-10,2026-04-12,1873.32,Pago,202604
MEN00010241,ALU00854,2026-05-01,2026-05-10,2026-05-15,1823.44,Pago,202605
MEN00010242,ALU00854,2026-06-01,2026-06-10,2026-06-14,1878.45,Pago,202606
MEN00010243,ALU00854,2026-07-01,2026-07-10,2026-07-12,1863.45,Pago,202607
MEN00010244,ALU00854,2026-08-01,2026-08-10,,1807.48,Vencido,202608
MEN00010245,ALU00854,2026-09-01,2026-09-10,2026-09-16,1795.67,Pago,202609
MEN00010246,ALU00854,2026-10-01,2026-10-10,2026-10-08,1885.58,Pago,202610
MEN00010247,ALU00854,2026-11-01,2026-11-10,2026-11-10,1840.81,Pago,202611
MEN00010248,ALU00854,2026-12-01,2026-12-10,2026-12-15,1854.95,Pago,202612
MEN00010249,ALU00855,2026-01-01,2026-01-10,2026-01-16,1842.0,Pago,202601
MEN00010250,ALU00855,2026-02-01,2026-02-10,2026-02-18,1867.99,Pago,202602
MEN00010251,ALU00855,2026-03-01,2026-03-10,2026-03-16,1881.88,Pago,202603
MEN00010252,ALU00855,2026-04-01,2026-04-10,2026-04-17,1858.23,Pago,202604
MEN00010253,ALU00855,2026-05-01,2026-05-10,2026-05-17,1850.86,Pago,202605
MEN00010254,ALU00855,2026-06-01,2026-06-10,2026-06-11,1892.55,Pago,202606
MEN00010255,ALU00855,2026-07-01,2026-07-10,2026-07-13,1811.3,Pago,202607
MEN00010256,ALU00855,2026-08-01,2026-08-10,2026-08-11,1839.6,Pago,202608
