id_matricula,id_aluno,id_turma,data_matricula,tipo_matricula,status,valor_matricula
MAT001082,ALU01082,TURMA047,2025-12-23,Rematrícula,Ativo,450
MAT001083,ALU01083,TURMA047,2025-11-02,Transferência,Ativo,450
MAT001084,ALU01084,TURMA047,2025-12-21,Rematrícula,Ativo,450
MAT001085,ALU01085,TURMA047,2025-09-16,Rematrícula,Ativo,550
MAT001086,ALU01086,TURMA047,2025-11-07,Rematrícula,Ativo,550
MAT001087,ALU01087,TURMA047,2025-10-13,Nova matrícula,Ativo,350
MAT001088,ALU01088,TURMA047,2025-10-05,Rematrícula,Ativo,450
MAT001089,ALU01089,TURMA047,2025-12-03,Rematrícula,Ativo,650
MAT001090,ALU01090,TURMA047,2025-09-23,Nova matrícula,Ativo,550
MAT001091,ALU01091,TURMA047,2025-12-11,Nova matrícula,Ativo,550
MAT001092,ALU01092,TURMA047,2025-10-28,Nova matrícula,Ativo,550
MAT001093,ALU01093,TURMA047,2025-09-11,Nova matrícula,Ativo,650
MAT001094,ALU01094,TURMA047,2025-11-11,Transferência,Ativo,550
MAT001095,ALU01095,TURMA047,2025-12-16,Rematrícula,Ativo,450
MAT001096,ALU01096,TURMA047,2025-11-22,Rematrícula,Ativo,450
MAT001097,ALU01097,TURMA047,2025-10-26,Transferência,Ativo,350
MAT001098,ALU01098,TURMA047,2025-11-28,Rematrícula,Ativo,350
MAT001099,ALU01099,TURMA047,2025-12-03,Nova matrícula,Ativo,450
MAT001100,ALU01100,TURMA047,2025-11-21,Nova matrícula,Ativo,350
MAT001101,ALU01101,TURMA047,2025-11-25,Transferência,Ativo,550
MAT001102,ALU01102,TURMA047,2025-10-06,Transferência,Ativo,650
MAT001103,ALU01103,TURMA047,2025-09-10,Transferência,Ativo,550
MAT001104,ALU01104,TURMA048,2025-11-26,Rematrícula,Ativo,450
MAT001105,ALU01105,TURMA048,2025-10-27,Transferência,Ativo,650
MAT001106,ALU01106,TURMA048,2025-10-19,Transferência,Ativo,450
MAT001107,ALU01107,TURMA048,2025-11-20,Transferência,Ativo,650
MAT001108,ALU01108,TURMA048,2025-10-21,Transferência,Ativo,450
MAT001109,ALU01109,TURMA048,2025-09-13,Rematrícula,Ativo,550
MAT001110,ALU01110,TURMA048,2025-10-08,Rematrícula,Ativo,450
MAT001111,ALU01111,TURMA048,2025-10-25,Nova matrícula,Ativo,650
MAT001112,ALU01112,TURMA048,2025-12-03,Rematrícula,Ativo,550
MAT001113,ALU01113,TURMA048,2025-11-18,Rematrícula,Ativo,350
MAT001114,ALU01114,TURMA048,2025-09-09,Transferência,Ativo,650
MAT001115,ALU01115,TURMA048,2025-12-19,Transferência,Ativo,450
MAT001116,ALU01116,TURMA048,2025-09-26,Rematrícula,Ativo,650
MAT001117,ALU01117,TURMA048,2025-11-22,Transferência,Ativo,550
MAT001118,ALU01118,TURMA048,2025-09-04,Rematrícula,Ativo,650
MAT001119,ALU01119,TURMA048,2025-09-21,Nova matrícula,Ativo,450
MAT001120,ALU01120,TURMA048,2025-09-28,Nova matrícula,Ativo,650
MAT001121,ALU01121,TURMA048,2025-11-03,Transferência,Ativo,350
MAT001122,ALU01122,TURMA048,2025-10-03,Rematrícula,Ativo,550
MAT001123,ALU01123,TURMA048,2025-11-26,Rematrícula,Ativo,650
MAT001124,ALU01124,TURMA048,2025-10-09,Nova matrícula,Ativo,450
MAT001125,ALU01125,TURMA048,2025-10-15,Transferência,Ativo,550
MAT001126,ALU01126,TURMA048,2025-11-01,Nova matrícula,Ativo,350
MAT001127,ALU01127,TURMA048,2025-10-03,Transferência,Ativo,550
MAT001128,ALU01128,TURMA048,2025-11-18,Nova matrícula,Ativo,550
MAT001129,ALU01129,TURMA048,2025-11-16,Rematrícula,Ativo,650
MAT001130,ALU01130,TURMA048,2025-11-20,Rematrícula,Ativo,650
MAT001131,ALU01131,TURMA048,2025-11-17,Nova matrícula,Ativo,650
