id_nota,id_aluno,disciplina,periodo,nota
NOT00005605,ALU00935,Português,3º Bimestre,6.8
NOT00005606,ALU00935,Matemática,1º Bimestre,6.6
NOT00005607,ALU00935,Ciências,3º Bimestre,7.2
NOT00005608,ALU00935,História,1º Bimestre,6.9
NOT00005609,ALU00935,Geografia,1º Bimestre,9.2
NOT00005610,ALU00935,Inglês,1º Bimestre,5.9
NOT00005611,ALU00936,Português,2º Bimestre,9.2
NOT00005612,ALU00936,Matemática,4º Bimestre,8.6
NOT00005613,ALU00936,Ciências,1º Bimestre,9.2
NOT00005614,ALU00936,História,3º Bimestre,6.1
NOT00005615,ALU00936,Geografia,1º Bimestre,9.5
NOT00005616,ALU00936,Inglês,1º Bimestre,6.1
NOT00005617,ALU00937,Português,2º Bimestre,9.0
NOT00005618,ALU00937,Matemática,3º Bimestre,8.9
NOT00005619,ALU00937,Ciências,1º Bimestre,7.7
NOT00005620,ALU00937,História,4º Bimestre,7.8
NOT00005621,ALU00937,Geografia,1º Bimestre,7.4
NOT00005622,ALU00937,Inglês,2º Bimestre,7.9
NOT00005623,ALU00938,Português,3º Bimestre,6.5
NOT00005624,ALU00938,Matemática,1º Bimestre,9.3
NOT00005625,ALU00938,Ciências,3º Bimestre,9.7
NOT00005626,ALU00938,História,1º Bimestre,6.9
NOT00005627,ALU00938,Geografia,1º Bimestre,6.2
NOT00005628,ALU00938,Inglês,4º Bimestre,7.4
NOT00005629,ALU00939,Português,1º Bimestre,7.0
NOT00005630,ALU00939,Matemática,4º Bimestre,7.1
NOT00005631,ALU00939,Ciências,4º Bimestre,7.1
NOT00005632,ALU00939,História,4º Bimestre,7.5
NOT00005633,ALU00939,Geografia,4º Bimestre,9.1
NOT00005634,ALU00939,Inglês,3º Bimestre,9.1
NOT00005635,ALU00940,Português,1º Bimestre,7.5
NOT00005636,ALU00940,Matemática,4º Bimestre,7.1
NOT00005637,ALU00940,Ciências,1º Bimestre,6.9
NOT00005638,ALU00940,História,3º Bimestre,8.3
NOT00005639,ALU00940,Geografia,2º Bimestre,6.3
NOT00005640,ALU00940,Inglês,1º Bimestre,7.4
NOT00005641,ALU00941,Português,3º Bimestre,9.0
NOT00005642,ALU00941,Matemática,2º Bimestre,9.8
NOT00005643,ALU00941,Ciências,1º Bimestre,7.8
NOT00005644,ALU00941,História,3º Bimestre,6.0
NOT00005645,ALU00941,Geografia,3º Bimestre,6.8
NOT00005646,ALU00941,Inglês,4º Bimestre,6.1
NOT00005647,ALU00942,Português,4º Bimestre,6.0
NOT00005648,ALU00942,Matemática,4º Bimestre,7.0
NOT00005649,ALU00942,Ciências,4º Bimestre,8.7
NOT00005650,ALU00942,História,2º Bimestre,7.6
NOT00005651,ALU00942,Geografia,3º Bimestre,8.9
NOT00005652,ALU00942,Inglês,1º Bimestre,6.4
NOT00005653,ALU00943,Português,3º Bimestre,6.8
NOT00005654,ALU00943,Matemática,2º Bimestre,6.6
NOT00005655,ALU00943,Ciências,3º Bimestre,6.1
NOT00005656,ALU00943,História,1º Bimestre,8.3
NOT00005657,ALU00943,Geografia,1º Bimestre,8.1
NOT00005658,ALU00943,Inglês,3º Bimestre,6.4
NOT00005659,ALU00944,Português,1º Bimestre,9.2
NOT00005660,ALU00944,Matemática,2º Bimestre,9.6
NOT00005661,ALU00944,Ciências,4º Bimestre,8.5
NOT00005662,ALU00944,História,1º Bimestre,5.6
NOT00005663,ALU00944,Geografia,2º Bimestre,8.0
NOT00005664,ALU00944,Inglês,3º Bimestre,9.4
NOT00005665,ALU00945,Português,3º Bimestre,9.5
NOT00005666,ALU00945,Matemática,2º Bimestre,9.0
NOT00005667,ALU00945,Ciências,4º Bimestre,7.6
NOT00005668,ALU00945,História,2º Bimestre,7.3
NOT00005669,ALU00945,Geografia,2º Bimestre,9.5
NOT00005670,ALU00945,Inglês,1º Bimestre,6.5
NOT00005671,ALU00946,Português,1º Bimestre,6.1
NOT00005672,ALU00946,Matemática,3º Bimestre,6.5
NOT00005673,ALU00946,Ciências,4º Bimestre,5.5
NOT00005674,ALU00946,História,3º Bimestre,7.3
NOT00005675,ALU00946,Geografia,4º Bimestre,5.6
NOT00005676,ALU00946,Inglês,4º Bimestre,6.0
NOT00005677,ALU00947,Português,4º Bimestre,7.5
NOT00005678,ALU00947,Matemática,3º Bimestre,7.9
NOT00005679,ALU00947,Ciências,2º Bimestre,7.2
NOT00005680,ALU00947,História,2º Bimestre,6.6
NOT00005681,ALU00947,Geografia,2º Bimestre,7.3
NOT00005682,ALU00947,Inglês,3º Bimestre,5.9
NOT00005683,ALU00948,Português,2º Bimestre,8.4
NOT00005684,ALU00948,Matemática,1º Bimestre,6.6
NOT00005685,ALU00948,Ciências,3º Bimestre,6.2
NOT00005686,ALU00948,História,1º Bimestre,5.9
NOT00005687,ALU00948,Geografia,2º Bimestre,9.4
NOT00005688,ALU00948,Inglês,3º Bimestre,7.7
NOT00005689,ALU00949,Português,1º Bimestre,7.9
NOT00005690,ALU00949,Matemática,1º Bimestre,6.2
NOT00005691,ALU00949,Ciências,4º Bimestre,6.6
NOT00005692,ALU00949,História,1º Bimestre,7.9
NOT00005693,ALU00949,Geografia,3º Bimestre,5.5
NOT00005694,ALU00949,Inglês,3º Bimestre,6.6
NOT00005695,ALU00950,Português,3º Bimestre,6.9
NOT00005696,ALU00950,Matemática,3º Bimestre,7.8
NOT00005697,ALU00950,Ciências,4º Bimestre,6.5
NOT00005698,ALU00950,História,1º Bimestre,7.8
NOT00005699,ALU00950,Geografia,1º Bimestre,8.0
NOT00005700,ALU00950,Inglês,2º Bimestre,6.8
NOT00005701,ALU00951,Português,2º Bimestre,9.3
NOT00005702,ALU00951,Matemática,4º Bimestre,8.5
NOT00005703,ALU00951,Ciências,2º Bimestre,7.0
NOT00005704,ALU00951,História,1º Bimestre,9.6
NOT00005705,ALU00951,Geografia,4º Bimestre,5.7
NOT00005706,ALU00951,Inglês,3º Bimestre,9.5
NOT00005707,ALU00952,Português,2º Bimestre,6.5
NOT00005708,ALU00952,Matemática,3º Bimestre,8.1
NOT00005709,ALU00952,Ciências,4º Bimestre,7.7
NOT00005710,ALU00952,História,4º Bimestre,7.5
NOT00005711,ALU00952,Geografia,3º Bimestre,8.7
NOT00005712,ALU00952,Inglês,4º Bimestre,7.3
NOT00005713,ALU00953,Português,2º Bimestre,9.6
NOT00005714,ALU00953,Matemática,3º Bimestre,9.8
NOT00005715,ALU00953,Ciências,4º Bimestre,8.8
NOT00005716,ALU00953,História,4º Bimestre,7.7
NOT00005717,ALU00953,Geografia,3º Bimestre,8.2
NOT00005718,ALU00953,Inglês,3º Bimestre,9.5
NOT00005719,ALU00954,Português,3º Bimestre,9.0
NOT00005720,ALU00954,Matemática,3º Bimestre,7.2
NOT00005721,ALU00954,Ciências,1º Bimestre,7.0
NOT00005722,ALU00954,História,1º Bimestre,6.9
NOT00005723,ALU00954,Geografia,1º Bimestre,9.5
NOT00005724,ALU00954,Inglês,1º Bimestre,7.5
NOT00005725,ALU00955,Português,4º Bimestre,7.1
NOT00005726,ALU00955,Matemática,4º Bimestre,5.9
NOT00005727,ALU00955,Ciências,3º Bimestre,8.4
NOT00005728,ALU00955,História,2º Bimestre,6.1
NOT00005729,ALU00955,Geografia,2º Bimestre,9.0
NOT00005730,ALU00955,Inglês,4º Bimestre,9.0
NOT00005731,ALU00956,Português,2º Bimestre,9.5
NOT00005732,ALU00956,Matemática,2º Bimestre,6.9
NOT00005733,ALU00956,Ciências,1º Bimestre,5.6
NOT00005734,ALU00956,História,3º Bimestre,7.2
NOT00005735,ALU00956,Geografia,4º Bimestre,6.5
NOT00005736,ALU00956,Inglês,1º Bimestre,7.8
NOT00005737,ALU00957,Português,1º Bimestre,7.6
NOT00005738,ALU00957,Matemática,2º Bimestre,8.3
NOT00005739,ALU00957,Ciências,2º Bimestre,6.6
NOT00005740,ALU00957,História,1º Bimestre,6.3
NOT00005741,ALU00957,Geografia,3º Bimestre,6.2
NOT00005742,ALU00957,Inglês,2º Bimestre,8.2
NOT00005743,ALU00958,Português,3º Bimestre,6.0
NOT00005744,ALU00958,Matemática,1º Bimestre,7.5
NOT00005745,ALU00958,Ciências,4º Bimestre,6.0
NOT00005746,ALU00958,História,3º Bimestre,6.4
NOT00005747,ALU00958,Geografia,1º Bimestre,6.0
NOT00005748,ALU00958,Inglês,2º Bimestre,7.1
NOT00005749,ALU00959,Português,1º Bimestre,9.4
NOT00005750,ALU00959,Matemática,1º Bimestre,8.0
NOT00005751,ALU00959,Ciências,4º Bimestre,6.1
NOT00005752,ALU00959,História,4º Bimestre,8.9
NOT00005753,ALU00959,Geografia,1º Bimestre,6.0
NOT00005754,ALU00959,Inglês,2º Bimestre,6.2
NOT00005755,ALU00960,Português,1º Bimestre,8.2
NOT00005756,ALU00960,Matemática,3º Bimestre,8.1
NOT00005757,ALU00960,Ciências,1º Bimestre,7.5
NOT00005758,ALU00960,História,3º Bimestre,9.2
NOT00005759,ALU00960,Geografia,2º Bimestre,6.9
NOT00005760,ALU00960,Inglês,4º Bimestre,8.2
NOT00005761,ALU00961,Português,4º Bimestre,7.0
NOT00005762,ALU00961,Matemática,3º Bimestre,6.1
NOT00005763,ALU00961,Ciências,4º Bimestre,8.0
NOT00005764,ALU00961,História,2º Bimestre,8.9
NOT00005765,ALU00961,Geografia,3º Bimestre,8.4
NOT00005766,ALU00961,Inglês,1º Bimestre,7.9
NOT00005767,ALU00962,Português,1º Bimestre,6.1
NOT00005768,ALU00962,Matemática,2º Bimestre,5.7
NOT00005769,ALU00962,Ciências,4º Bimestre,9.7
NOT00005770,ALU00962,História,3º Bimestre,6.8
NOT00005771,ALU00962,Geografia,2º Bimestre,9.6
NOT00005772,ALU00962,Inglês,1º Bimestre,8.9
NOT00005773,ALU00963,Português,4º Bimestre,7.2
NOT00005774,ALU00963,Matemática,3º Bimestre,7.8
NOT00005775,ALU00963,Ciências,3º Bimestre,7.6
NOT00005776,ALU00963,História,2º Bimestre,7.3
NOT00005777,ALU00963,Geografia,3º Bimestre,5.9
NOT00005778,ALU00963,Inglês,3º Bimestre,9.1
NOT00005779,ALU00964,Português,4º Bimestre,8.6
NOT00005780,ALU00964,Matemática,4º Bimestre,9.3
NOT00005781,ALU00964,Ciências,4º Bimestre,6.6
NOT00005782,ALU00964,História,4º Bimestre,9.4
NOT00005783,ALU00964,Geografia,2º Bimestre,7.5
NOT00005784,ALU00964,Inglês,4º Bimestre,7.1
NOT00005785,ALU00965,Português,4º Bimestre,5.6
NOT00005786,ALU00965,Matemática,1º Bimestre,7.0
NOT00005787,ALU00965,Ciências,2º Bimestre,5.7
NOT00005788,ALU00965,História,1º Bimestre,5.7
NOT00005789,ALU00965,Geografia,2º Bimestre,6.4
NOT00005790,ALU00965,Inglês,1º Bimestre,9.1
NOT00005791,ALU00966,Português,1º Bimestre,9.7
NOT00005792,ALU00966,Matemática,1º Bimestre,5.8
NOT00005793,ALU00966,Ciências,2º Bimestre,7.3
NOT00005794,ALU00966,História,1º Bimestre,6.6
NOT00005795,ALU00966,Geografia,2º Bimestre,9.2
NOT00005796,ALU00966,Inglês,3º Bimestre,7.5
NOT00005797,ALU00967,Português,2º Bimestre,6.8
NOT00005798,ALU00967,Matemática,4º Bimestre,8.5
NOT00005799,ALU00967,Ciências,3º Bimestre,7.2
NOT00005800,ALU00967,História,4º Bimestre,9.5
NOT00005801,ALU00967,Geografia,3º Bimestre,6.9
NOT00005802,ALU00967,Inglês,3º Bimestre,6.0
NOT00005803,ALU00968,Português,4º Bimestre,8.2
NOT00005804,ALU00968,Matemática,2º Bimestre,6.6
NOT00005805,ALU00968,Ciências,2º Bimestre,6.5
NOT00005806,ALU00968,História,1º Bimestre,9.4
NOT00005807,ALU00968,Geografia,2º Bimestre,8.5
NOT00005808,ALU00968,Inglês,3º Bimestre,8.5
NOT00005809,ALU00969,Português,1º Bimestre,7.2
NOT00005810,ALU00969,Matemática,2º Bimestre,9.3
NOT00005811,ALU00969,Ciências,2º Bimestre,7.0
NOT00005812,ALU00969,História,3º Bimestre,7.0
NOT00005813,ALU00969,Geografia,4º Bimestre,7.6
NOT00005814,ALU00969,Inglês,4º Bimestre,6.4
NOT00005815,ALU00970,Português,4º Bimestre,6.0
NOT00005816,ALU00970,Matemática,1º Bimestre,8.3
NOT00005817,ALU00970,Ciências,2º Bimestre,6.3
NOT00005818,ALU00970,História,3º Bimestre,6.8
NOT00005819,ALU00970,Geografia,4º Bimestre,7.7
NOT00005820,ALU00970,Inglês,3º Bimestre,7.8
NOT00005821,ALU00971,Português,4º Bimestre,6.4
NOT00005822,ALU00971,Matemática,4º Bimestre,8.7
NOT00005823,ALU00971,Ciências,3º Bimestre,8.9
NOT00005824,ALU00971,História,4º Bimestre,5.6
NOT00005825,ALU00971,Geografia,3º Bimestre,6.5
NOT00005826,ALU00971,Inglês,1º Bimestre,7.4
NOT00005827,ALU00972,Português,1º Bimestre,9.8
NOT00005828,ALU00972,Matemática,1º Bimestre,8.7
NOT00005829,ALU00972,Ciências,4º Bimestre,7.8
NOT00005830,ALU00972,História,1º Bimestre,6.7
NOT00005831,ALU00972,Geografia,4º Bimestre,5.7
NOT00005832,ALU00972,Inglês,3º Bimestre,6.7
NOT00005833,ALU00973,Português,2º Bimestre,9.7
NOT00005834,ALU00973,Matemática,3º Bimestre,5.9
NOT00005835,ALU00973,Ciências,2º Bimestre,9.4
NOT00005836,ALU00973,História,1º Bimestre,6.5
NOT00005837,ALU00973,Geografia,4º Bimestre,8.3
NOT00005838,ALU00973,Inglês,2º Bimestre,9.4
NOT00005839,ALU00974,Português,1º Bimestre,6.6
NOT00005840,ALU00974,Matemática,2º Bimestre,6.8
NOT00005841,ALU00974,Ciências,2º Bimestre,8.2
NOT00005842,ALU00974,História,3º Bimestre,5.7
NOT00005843,ALU00974,Geografia,1º Bimestre,6.3
NOT00005844,ALU00974,Inglês,4º Bimestre,8.4
NOT00005845,ALU00975,Português,3º Bimestre,8.1
NOT00005846,ALU00975,Matemática,2º Bimestre,6.3
NOT00005847,ALU00975,Ciências,2º Bimestre,6.6
NOT00005848,ALU00975,História,4º Bimestre,8.8
NOT00005849,ALU00975,Geografia,3º Bimestre,9.5
NOT00005850,ALU00975,Inglês,2º Bimestre,5.8
NOT00005851,ALU00976,Português,3º Bimestre,9.3
NOT00005852,ALU00976,Matemática,3º Bimestre,8.0
NOT00005853,ALU00976,Ciências,1º Bimestre,9.7
NOT00005854,ALU00976,História,3º Bimestre,8.3
NOT00005855,ALU00976,Geografia,4º Bimestre,9.4
NOT00005856,ALU00976,Inglês,2º Bimestre,6.1
NOT00005857,ALU00977,Português,4º Bimestre,9.4
NOT00005858,ALU00977,Matemática,4º Bimestre,8.1
NOT00005859,ALU00977,Ciências,4º Bimestre,5.5
NOT00005860,ALU00977,História,3º Bimestre,6.7
NOT00005861,ALU00977,Geografia,1º Bimestre,6.5
NOT00005862,ALU00977,Inglês,1º Bimestre,8.1
NOT00005863,ALU00978,Português,4º Bimestre,9.8
NOT00005864,ALU00978,Matemática,2º Bimestre,9.4
NOT00005865,ALU00978,Ciências,1º Bimestre,9.7
NOT00005866,ALU00978,História,2º Bimestre,9.4
NOT00005867,ALU00978,Geografia,1º Bimestre,7.6
NOT00005868,ALU00978,Inglês,4º Bimestre,6.5
NOT00005869,ALU00979,Português,2º Bimestre,9.3
NOT00005870,ALU00979,Matemática,3º Bimestre,8.2
NOT00005871,ALU00979,Ciências,2º Bimestre,9.6
NOT00005872,ALU00979,História,2º Bimestre,6.3
NOT00005873,ALU00979,Geografia,1º Bimestre,6.0
NOT00005874,ALU00979,Inglês,4º Bimestre,5.9
NOT00005875,ALU00980,Português,2º Bimestre,7.6
NOT00005876,ALU00980,Matemática,4º Bimestre,7.4
NOT00005877,ALU00980,Ciências,4º Bimestre,9.1
NOT00005878,ALU00980,História,2º Bimestre,6.0
NOT00005879,ALU00980,Geografia,3º Bimestre,6.6
NOT00005880,ALU00980,Inglês,2º Bimestre,7.4
NOT00005881,ALU00981,Português,2º Bimestre,5.5
NOT00005882,ALU00981,Matemática,3º Bimestre,7.6
NOT00005883,ALU00981,Ciências,1º Bimestre,7.0
NOT00005884,ALU00981,História,2º Bimestre,6.2
NOT00005885,ALU00981,Geografia,4º Bimestre,7.8
NOT00005886,ALU00981,Inglês,2º Bimestre,9.6
NOT00005887,ALU00982,Português,1º Bimestre,8.7
NOT00005888,ALU00982,Matemática,2º Bimestre,6.7
NOT00005889,ALU00982,Ciências,2º Bimestre,7.3
NOT00005890,ALU00982,História,1º Bimestre,7.9
NOT00005891,ALU00982,Geografia,2º Bimestre,7.1
NOT00005892,ALU00982,Inglês,1º Bimestre,7.5
NOT00005893,ALU00983,Português,3º Bimestre,7.8
NOT00005894,ALU00983,Matemática,2º Bimestre,9.5
NOT00005895,ALU00983,Ciências,3º Bimestre,8.1
NOT00005896,ALU00983,História,3º Bimestre,6.9
NOT00005897,ALU00983,Geografia,2º Bimestre,6.7
NOT00005898,ALU00983,Inglês,1º Bimestre,6.9
NOT00005899,ALU00984,Português,3º Bimestre,6.1
NOT00005900,ALU00984,Matemática,1º Bimestre,8.0
NOT00005901,ALU00984,Ciências,1º Bimestre,8.9
NOT00005902,ALU00984,História,4º Bimestre,5.5
NOT00005903,ALU00984,Geografia,1º Bimestre,5.6
NOT00005904,ALU00984,Inglês,1º Bimestre,9.3
NOT00005905,ALU00985,Português,2º Bimestre,9.5
NOT00005906,ALU00985,Matemática,2º Bimestre,8.8
NOT00005907,ALU00985,Ciências,4º Bimestre,6.9
NOT00005908,ALU00985,História,2º Bimestre,7.3
NOT00005909,ALU00985,Geografia,3º Bimestre,5.7
NOT00005910,ALU00985,Inglês,1º Bimestre,6.6
NOT00005911,ALU00986,Português,3º Bimestre,9.1
NOT00005912,ALU00986,Matemática,1º Bimestre,7.9
NOT00005913,ALU00986,Ciências,2º Bimestre,5.8
NOT00005914,ALU00986,História,1º Bimestre,6.7
NOT00005915,ALU00986,Geografia,1º Bimestre,6.4
NOT00005916,ALU00986,Inglês,4º Bimestre,7.8
NOT00005917,ALU00987,Português,4º Bimestre,9.7
NOT00005918,ALU00987,Matemática,3º Bimestre,8.8
NOT00005919,ALU00987,Ciências,3º Bimestre,6.8
NOT00005920,ALU00987,História,3º Bimestre,9.7
NOT00005921,ALU00987,Geografia,3º Bimestre,6.6
NOT00005922,ALU00987,Inglês,3º Bimestre,6.3
NOT00005923,ALU00988,Português,2º Bimestre,5.9
NOT00005924,ALU00988,Matemática,1º Bimestre,6.1
NOT00005925,ALU00988,Ciências,2º Bimestre,6.3
NOT00005926,ALU00988,História,3º Bimestre,9.6
NOT00005927,ALU00988,Geografia,1º Bimestre,9.8
NOT00005928,ALU00988,Inglês,3º Bimestre,7.3
NOT00005929,ALU00989,Português,4º Bimestre,8.2
NOT00005930,ALU00989,Matemática,2º Bimestre,8.1
NOT00005931,ALU00989,Ciências,3º Bimestre,8.7
NOT00005932,ALU00989,História,2º Bimestre,7.6
NOT00005933,ALU00989,Geografia,4º Bimestre,6.0
NOT00005934,ALU00989,Inglês,3º Bimestre,5.8
NOT00005935,ALU00990,Português,1º Bimestre,8.6
NOT00005936,ALU00990,Matemática,4º Bimestre,8.4
NOT00005937,ALU00990,Ciências,3º Bimestre,9.0
NOT00005938,ALU00990,História,1º Bimestre,7.5
NOT00005939,ALU00990,Geografia,1º Bimestre,9.2
NOT00005940,ALU00990,Inglês,4º Bimestre,8.9
NOT00005941,ALU00991,Português,3º Bimestre,8.3
NOT00005942,ALU00991,Matemática,2º Bimestre,6.9
NOT00005943,ALU00991,Ciências,1º Bimestre,5.9
NOT00005944,ALU00991,História,3º Bimestre,9.2
NOT00005945,ALU00991,Geografia,4º Bimestre,9.3
NOT00005946,ALU00991,Inglês,4º Bimestre,7.3
NOT00005947,ALU00992,Português,1º Bimestre,9.3
NOT00005948,ALU00992,Matemática,2º Bimestre,6.6
NOT00005949,ALU00992,Ciências,4º Bimestre,9.0
NOT00005950,ALU00992,História,3º Bimestre,7.1
NOT00005951,ALU00992,Geografia,2º Bimestre,5.6
NOT00005952,ALU00992,Inglês,3º Bimestre,7.2
NOT00005953,ALU00993,Português,4º Bimestre,9.0
NOT00005954,ALU00993,Matemática,3º Bimestre,7.5
NOT00005955,ALU00993,Ciências,2º Bimestre,8.9
NOT00005956,ALU00993,História,1º Bimestre,7.5
NOT00005957,ALU00993,Geografia,1º Bimestre,6.0
NOT00005958,ALU00993,Inglês,3º Bimestre,6.6
NOT00005959,ALU00994,Português,4º Bimestre,7.6
NOT00005960,ALU00994,Matemática,4º Bimestre,8.8
NOT00005961,ALU00994,Ciências,4º Bimestre,9.5
NOT00005962,ALU00994,História,1º Bimestre,8.7
NOT00005963,ALU00994,Geografia,2º Bimestre,9.5
NOT00005964,ALU00994,Inglês,2º Bimestre,5.5
NOT00005965,ALU00995,Português,2º Bimestre,8.2
NOT00005966,ALU00995,Matemática,2º Bimestre,7.8
NOT00005967,ALU00995,Ciências,3º Bimestre,7.5
NOT00005968,ALU00995,História,2º Bimestre,6.1
NOT00005969,ALU00995,Geografia,1º Bimestre,8.7
NOT00005970,ALU00995,Inglês,4º Bimestre,7.1
NOT00005971,ALU00996,Português,1º Bimestre,9.0
NOT00005972,ALU00996,Matemática,2º Bimestre,9.6
NOT00005973,ALU00996,Ciências,2º Bimestre,6.1
NOT00005974,ALU00996,História,1º Bimestre,8.6
NOT00005975,ALU00996,Geografia,3º Bimestre,6.9
NOT00005976,ALU00996,Inglês,2º Bimestre,7.3
NOT00005977,ALU00997,Português,3º Bimestre,8.1
NOT00005978,ALU00997,Matemática,2º Bimestre,6.1
NOT00005979,ALU00997,Ciências,4º Bimestre,8.8
NOT00005980,ALU00997,História,1º Bimestre,6.2
NOT00005981,ALU00997,Geografia,3º Bimestre,7.5
NOT00005982,ALU00997,Inglês,1º Bimestre,6.2
NOT00005983,ALU00998,Português,2º Bimestre,8.4
NOT00005984,ALU00998,Matemática,3º Bimestre,9.3
NOT00005985,ALU00998,Ciências,1º Bimestre,5.5
NOT00005986,ALU00998,História,2º Bimestre,8.3
NOT00005987,ALU00998,Geografia,2º Bimestre,8.5
NOT00005988,ALU00998,Inglês,1º Bimestre,5.8
NOT00005989,ALU00999,Português,1º Bimestre,9.6
NOT00005990,ALU00999,Matemática,3º Bimestre,8.8
NOT00005991,ALU00999,Ciências,2º Bimestre,7.8
NOT00005992,ALU00999,História,4º Bimestre,9.0
NOT00005993,ALU00999,Geografia,1º Bimestre,5.6
NOT00005994,ALU00999,Inglês,1º Bimestre,8.9
NOT00005995,ALU01000,Português,1º Bimestre,8.5
NOT00005996,ALU01000,Matemática,1º Bimestre,6.4
NOT00005997,ALU01000,Ciências,3º Bimestre,6.2
NOT00005998,ALU01000,História,1º Bimestre,7.3
NOT00005999,ALU01000,Geografia,3º Bimestre,9.6
NOT00006000,ALU01000,Inglês,2º Bimestre,8.5
NOT00006001,ALU01001,Português,2º Bimestre,8.1
NOT00006002,ALU01001,Matemática,1º Bimestre,5.8
NOT00006003,ALU01001,Ciências,1º Bimestre,6.1
NOT00006004,ALU01001,História,4º Bimestre,6.2
NOT00006005,ALU01001,Geografia,3º Bimestre,7.4
NOT00006006,ALU01001,Inglês,3º Bimestre,6.7
NOT00006007,ALU01002,Português,2º Bimestre,6.7
NOT00006008,ALU01002,Matemática,3º Bimestre,7.3
NOT00006009,ALU01002,Ciências,1º Bimestre,5.6
NOT00006010,ALU01002,História,3º Bimestre,7.4
NOT00006011,ALU01002,Geografia,2º Bimestre,9.5
NOT00006012,ALU01002,Inglês,4º Bimestre,9.4
NOT00006013,ALU01003,Português,1º Bimestre,6.6
NOT00006014,ALU01003,Matemática,4º Bimestre,8.8
NOT00006015,ALU01003,Ciências,4º Bimestre,6.0
NOT00006016,ALU01003,História,2º Bimestre,7.1
NOT00006017,ALU01003,Geografia,3º Bimestre,7.0
NOT00006018,ALU01003,Inglês,4º Bimestre,9.3
NOT00006019,ALU01004,Português,4º Bimestre,8.0
NOT00006020,ALU01004,Matemática,3º Bimestre,9.0
NOT00006021,ALU01004,Ciências,4º Bimestre,9.2
NOT00006022,ALU01004,História,4º Bimestre,6.6
NOT00006023,ALU01004,Geografia,1º Bimestre,6.3
NOT00006024,ALU01004,Inglês,1º Bimestre,6.8
NOT00006025,ALU01005,Português,4º Bimestre,8.6
NOT00006026,ALU01005,Matemática,1º Bimestre,9.2
NOT00006027,ALU01005,Ciências,2º Bimestre,8.9
NOT00006028,ALU01005,História,3º Bimestre,8.0
NOT00006029,ALU01005,Geografia,1º Bimestre,5.7
NOT00006030,ALU01005,Inglês,3º Bimestre,6.8
NOT00006031,ALU01006,Português,2º Bimestre,9.2
NOT00006032,ALU01006,Matemática,4º Bimestre,6.3
NOT00006033,ALU01006,Ciências,1º Bimestre,6.2
NOT00006034,ALU01006,História,1º Bimestre,9.0
NOT00006035,ALU01006,Geografia,2º Bimestre,6.7
NOT00006036,ALU01006,Inglês,3º Bimestre,8.6
NOT00006037,ALU01007,Português,4º Bimestre,8.2
NOT00006038,ALU01007,Matemática,4º Bimestre,6.8
NOT00006039,ALU01007,Ciências,4º Bimestre,7.2
NOT00006040,ALU01007,História,3º Bimestre,8.8
NOT00006041,ALU01007,Geografia,3º Bimestre,5.8
NOT00006042,ALU01007,Inglês,4º Bimestre,8.9
NOT00006043,ALU01008,Português,4º Bimestre,8.9
NOT00006044,ALU01008,Matemática,2º Bimestre,6.1
NOT00006045,ALU01008,Ciências,2º Bimestre,6.8
NOT00006046,ALU01008,História,4º Bimestre,8.7
NOT00006047,ALU01008,Geografia,3º Bimestre,8.5
NOT00006048,ALU01008,Inglês,3º Bimestre,7.6
NOT00006049,ALU01009,Português,4º Bimestre,9.1
NOT00006050,ALU01009,Matemática,3º Bimestre,6.6
NOT00006051,ALU01009,Ciências,1º Bimestre,7.9
NOT00006052,ALU01009,História,1º Bimestre,9.5
NOT00006053,ALU01009,Geografia,3º Bimestre,8.0
NOT00006054,ALU01009,Inglês,2º Bimestre,7.0
NOT00006055,ALU01010,Português,3º Bimestre,7.7
NOT00006056,ALU01010,Matemática,3º Bimestre,9.7
NOT00006057,ALU01010,Ciências,3º Bimestre,6.3
NOT00006058,ALU01010,História,1º Bimestre,6.5
NOT00006059,ALU01010,Geografia,1º Bimestre,5.6
NOT00006060,ALU01010,Inglês,3º Bimestre,9.0
NOT00006061,ALU01011,Português,2º Bimestre,7.3
NOT00006062,ALU01011,Matemática,4º Bimestre,6.2
NOT00006063,ALU01011,Ciências,4º Bimestre,9.2
NOT00006064,ALU01011,História,3º Bimestre,8.2
NOT00006065,ALU01011,Geografia,3º Bimestre,6.6
NOT00006066,ALU01011,Inglês,1º Bimestre,6.4
NOT00006067,ALU01012,Português,1º Bimestre,8.6
NOT00006068,ALU01012,Matemática,2º Bimestre,7.7
NOT00006069,ALU01012,Ciências,3º Bimestre,7.8
NOT00006070,ALU01012,História,3º Bimestre,8.1
NOT00006071,ALU01012,Geografia,2º Bimestre,9.3
NOT00006072,ALU01012,Inglês,3º Bimestre,9.4
NOT00006073,ALU01013,Português,4º Bimestre,8.3
NOT00006074,ALU01013,Matemática,3º Bimestre,9.2
NOT00006075,ALU01013,Ciências,3º Bimestre,8.1
NOT00006076,ALU01013,História,2º Bimestre,7.1
NOT00006077,ALU01013,Geografia,4º Bimestre,7.3
NOT00006078,ALU01013,Inglês,4º Bimestre,8.7
NOT00006079,ALU01014,Português,2º Bimestre,8.1
NOT00006080,ALU01014,Matemática,3º Bimestre,8.1
NOT00006081,ALU01014,Ciências,3º Bimestre,6.4
NOT00006082,ALU01014,História,2º Bimestre,7.3
NOT00006083,ALU01014,Geografia,3º Bimestre,8.4
