id_frequencia,id_aluno,competencia,percentual_frequencia
FREQ00011929,ALU00995,2026-01-01,87.08
FREQ00011930,ALU00995,2026-02-01,88.77
FREQ00011931,ALU00995,2026-03-01,88.82
FREQ00011932,ALU00995,2026-04-01,98.81
FREQ00011933,ALU00995,2026-05-01,97.67
FREQ00011934,ALU00995,2026-06-01,92.6
FREQ00011935,ALU00995,2026-07-01,87.54
FREQ00011936,ALU00995,2026-08-01,94.44
FREQ00011937,ALU00995,2026-09-01,91.26
FREQ00011938,ALU00995,2026-10-01,96.05
FREQ00011939,ALU00995,2026-11-01,91.17
FREQ00011940,ALU00995,2026-12-01,98.99
FREQ00011941,ALU00996,2026-01-01,91.37
FREQ00011942,ALU00996,2026-02-01,87.48
FREQ00011943,ALU00996,2026-03-01,95.2
FREQ00011944,ALU00996,2026-04-01,91.9
FREQ00011945,ALU00996,2026-05-01,87.93
FREQ00011946,ALU00996,2026-06-01,91.57
FREQ00011947,ALU00996,2026-07-01,98.36
FREQ00011948,ALU00996,2026-08-01,88.82
FREQ00011949,ALU00996,2026-09-01,87.96
FREQ00011950,ALU00996,2026-10-01,89.33
FREQ00011951,ALU00996,2026-11-01,94.67
FREQ00011952,ALU00996,2026-12-01,96.23
FREQ00011953,ALU00997,2026-01-01,95.36
FREQ00011954,ALU00997,2026-02-01,88.23
FREQ00011955,ALU00997,2026-03-01,91.97
FREQ00011956,ALU00997,2026-04-01,93.3
FREQ00011957,ALU00997,2026-05-01,95.89
FREQ00011958,ALU00997,2026-06-01,96.2
FREQ00011959,ALU00997,2026-07-01,94.41
FREQ00011960,ALU00997,2026-08-01,87.77
FREQ00011961,ALU00997,2026-09-01,90.82
FREQ00011962,ALU00997,2026-10-01,96.22
FREQ00011963,ALU00997,2026-11-01,97.25
FREQ00011964,ALU00997,2026-12-01,87.18
FREQ00011965,ALU00998,2026-01-01,95.96
FREQ00011966,ALU00998,2026-02-01,98.81
FREQ00011967,ALU00998,2026-03-01,93.25
FREQ00011968,ALU00998,2026-04-01,96.22
FREQ00011969,ALU00998,2026-05-01,95.16
FREQ00011970,ALU00998,2026-06-01,90.76
FREQ00011971,ALU00998,2026-07-01,98.4
FREQ00011972,ALU00998,2026-08-01,97.74
FREQ00011973,ALU00998,2026-09-01,95.87
FREQ00011974,ALU00998,2026-10-01,89.53
FREQ00011975,ALU00998,2026-11-01,98.54
FREQ00011976,ALU00998,2026-12-01,96.35
FREQ00011977,ALU00999,2026-01-01,89.69
FREQ00011978,ALU00999,2026-02-01,96.98
FREQ00011979,ALU00999,2026-03-01,96.77
FREQ00011980,ALU00999,2026-04-01,88.52
FREQ00011981,ALU00999,2026-05-01,96.88
FREQ00011982,ALU00999,2026-06-01,87.5
FREQ00011983,ALU00999,2026-07-01,88.01
FREQ00011984,ALU00999,2026-08-01,96.41
FREQ00011985,ALU00999,2026-09-01,87.38
FREQ00011986,ALU00999,2026-10-01,88.07
FREQ00011987,ALU00999,2026-11-01,94.46
FREQ00011988,ALU00999,2026-12-01,90.23
FREQ00011989,ALU01000,2026-01-01,87.58
FREQ00011990,ALU01000,2026-02-01,87.5
FREQ00011991,ALU01000,2026-03-01,87.69
FREQ00011992,ALU01000,2026-04-01,93.85
FREQ00011993,ALU01000,2026-05-01,87.55
FREQ00011994,ALU01000,2026-06-01,97.17
FREQ00011995,ALU01000,2026-07-01,98.33
FREQ00011996,ALU01000,2026-08-01,95.49
FREQ00011997,ALU01000,2026-09-01,91.75
FREQ00011998,ALU01000,2026-10-01,87.2
FREQ00011999,ALU01000,2026-11-01,95.84
FREQ00012000,ALU01000,2026-12-01,87.22
FREQ00012001,ALU01001,2026-01-01,95.6
FREQ00012002,ALU01001,2026-02-01,94.11
FREQ00012003,ALU01001,2026-03-01,92.39
FREQ00012004,ALU01001,2026-04-01,98.54
FREQ00012005,ALU01001,2026-05-01,91.75
FREQ00012006,ALU01001,2026-06-01,89.53
FREQ00012007,ALU01001,2026-07-01,93.43
FREQ00012008,ALU01001,2026-08-01,93.43
FREQ00012009,ALU01001,2026-09-01,98.63
FREQ00012010,ALU01001,2026-10-01,98.73
FREQ00012011,ALU01001,2026-11-01,87.12
FREQ00012012,ALU01001,2026-12-01,92.81
FREQ00012013,ALU01002,2026-01-01,93.08
FREQ00012014,ALU01002,2026-02-01,91.02
FREQ00012015,ALU01002,2026-03-01,90.55
FREQ00012016,ALU01002,2026-04-01,88.0
FREQ00012017,ALU01002,2026-05-01,89.72
FREQ00012018,ALU01002,2026-06-01,94.91
FREQ00012019,ALU01002,2026-07-01,89.09
FREQ00012020,ALU01002,2026-08-01,92.5
FREQ00012021,ALU01002,2026-09-01,87.88
FREQ00012022,ALU01002,2026-10-01,98.01
FREQ00012023,ALU01002,2026-11-01,90.88
FREQ00012024,ALU01002,2026-12-01,97.87
FREQ00012025,ALU01003,2026-01-01,87.32
FREQ00012026,ALU01003,2026-02-01,89.74
FREQ00012027,ALU01003,2026-03-01,95.67
FREQ00012028,ALU01003,2026-04-01,87.88
FREQ00012029,ALU01003,2026-05-01,91.89
FREQ00012030,ALU01003,2026-06-01,97.49
FREQ00012031,ALU01003,2026-07-01,98.03
FREQ00012032,ALU01003,2026-08-01,93.75
FREQ00012033,ALU01003,2026-09-01,91.23
FREQ00012034,ALU01003,2026-10-01,89.76
FREQ00012035,ALU01003,2026-11-01,97.64
FREQ00012036,ALU01003,2026-12-01,90.91
FREQ00012037,ALU01004,2026-01-01,88.64
FREQ00012038,ALU01004,2026-02-01,96.89
FREQ00012039,ALU01004,2026-03-01,92.25
FREQ00012040,ALU01004,2026-04-01,97.04
FREQ00012041,ALU01004,2026-05-01,95.07
FREQ00012042,ALU01004,2026-06-01,97.58
FREQ00012043,ALU01004,2026-07-01,92.33
FREQ00012044,ALU01004,2026-08-01,96.59
FREQ00012045,ALU01004,2026-09-01,94.86
FREQ00012046,ALU01004,2026-10-01,91.79
FREQ00012047,ALU01004,2026-11-01,89.33
FREQ00012048,ALU01004,2026-12-01,94.65
FREQ00012049,ALU01005,2026-01-01,89.78
FREQ00012050,ALU01005,2026-02-01,95.67
FREQ00012051,ALU01005,2026-03-01,87.29
FREQ00012052,ALU01005,2026-04-01,93.02
FREQ00012053,ALU01005,2026-05-01,87.61
FREQ00012054,ALU01005,2026-06-01,92.74
FREQ00012055,ALU01005,2026-07-01,92.13
FREQ00012056,ALU01005,2026-08-01,94.21
FREQ00012057,ALU01005,2026-09-01,87.26
FREQ00012058,ALU01005,2026-10-01,97.08
FREQ00012059,ALU01005,2026-11-01,90.21
FREQ00012060,ALU01005,2026-12-01,90.64
FREQ00012061,ALU01006,2026-01-01,95.63
FREQ00012062,ALU01006,2026-02-01,93.93
FREQ00012063,ALU01006,2026-03-01,88.46
FREQ00012064,ALU01006,2026-04-01,94.85
FREQ00012065,ALU01006,2026-05-01,91.2
FREQ00012066,ALU01006,2026-06-01,96.34
FREQ00012067,ALU01006,2026-07-01,89.78
FREQ00012068,ALU01006,2026-08-01,87.75
FREQ00012069,ALU01006,2026-09-01,96.19
FREQ00012070,ALU01006,2026-10-01,90.05
FREQ00012071,ALU01006,2026-11-01,96.87
FREQ00012072,ALU01006,2026-12-01,88.28
FREQ00012073,ALU01007,2026-01-01,93.85
FREQ00012074,ALU01007,2026-02-01,95.54
FREQ00012075,ALU01007,2026-03-01,95.72
FREQ00012076,ALU01007,2026-04-01,95.61
FREQ00012077,ALU01007,2026-05-01,94.72
FREQ00012078,ALU01007,2026-06-01,88.67
FREQ00012079,ALU01007,2026-07-01,98.59
FREQ00012080,ALU01007,2026-08-01,87.99
FREQ00012081,ALU01007,2026-09-01,98.64
FREQ00012082,ALU01007,2026-10-01,88.48
FREQ00012083,ALU01007,2026-11-01,88.86
FREQ00012084,ALU01007,2026-12-01,90.8
FREQ00012085,ALU01008,2026-01-01,94.7
FREQ00012086,ALU01008,2026-02-01,93.98
FREQ00012087,ALU01008,2026-03-01,91.71
FREQ00012088,ALU01008,2026-04-01,95.04
FREQ00012089,ALU01008,2026-05-01,90.3
FREQ00012090,ALU01008,2026-06-01,88.31
FREQ00012091,ALU01008,2026-07-01,94.62
FREQ00012092,ALU01008,2026-08-01,98.1
FREQ00012093,ALU01008,2026-09-01,96.65
FREQ00012094,ALU01008,2026-10-01,94.38
FREQ00012095,ALU01008,2026-11-01,96.12
FREQ00012096,ALU01008,2026-12-01,93.56
FREQ00012097,ALU01009,2026-01-01,97.51
FREQ00012098,ALU01009,2026-02-01,90.08
FREQ00012099,ALU01009,2026-03-01,95.53
FREQ00012100,ALU01009,2026-04-01,98.39
FREQ00012101,ALU01009,2026-05-01,94.52
FREQ00012102,ALU01009,2026-06-01,93.28
FREQ00012103,ALU01009,2026-07-01,92.03
FREQ00012104,ALU01009,2026-08-01,96.56
FREQ00012105,ALU01009,2026-09-01,96.1
FREQ00012106,ALU01009,2026-10-01,96.72
FREQ00012107,ALU01009,2026-11-01,98.05
FREQ00012108,ALU01009,2026-12-01,90.75
FREQ00012109,ALU01010,2026-01-01,98.34
FREQ00012110,ALU01010,2026-02-01,93.85
FREQ00012111,ALU01010,2026-03-01,94.09
FREQ00012112,ALU01010,2026-04-01,93.61
FREQ00012113,ALU01010,2026-05-01,88.4
FREQ00012114,ALU01010,2026-06-01,88.58
FREQ00012115,ALU01010,2026-07-01,90.18
FREQ00012116,ALU01010,2026-08-01,97.5
FREQ00012117,ALU01010,2026-09-01,98.56
FREQ00012118,ALU01010,2026-10-01,96.56
FREQ00012119,ALU01010,2026-11-01,94.05
FREQ00012120,ALU01010,2026-12-01,90.23
FREQ00012121,ALU01011,2026-01-01,93.51
FREQ00012122,ALU01011,2026-02-01,87.59
FREQ00012123,ALU01011,2026-03-01,89.6
FREQ00012124,ALU01011,2026-04-01,88.57
FREQ00012125,ALU01011,2026-05-01,90.25
FREQ00012126,ALU01011,2026-06-01,89.09
FREQ00012127,ALU01011,2026-07-01,97.46
FREQ00012128,ALU01011,2026-08-01,94.63
FREQ00012129,ALU01011,2026-09-01,87.67
FREQ00012130,ALU01011,2026-10-01,90.57
FREQ00012131,ALU01011,2026-11-01,91.33
FREQ00012132,ALU01011,2026-12-01,88.39
FREQ00012133,ALU01012,2026-01-01,94.14
FREQ00012134,ALU01012,2026-02-01,89.05
FREQ00012135,ALU01012,2026-03-01,93.42
FREQ00012136,ALU01012,2026-04-01,91.98
FREQ00012137,ALU01012,2026-05-01,91.63
FREQ00012138,ALU01012,2026-06-01,97.53
FREQ00012139,ALU01012,2026-07-01,95.13
FREQ00012140,ALU01012,2026-08-01,88.81
FREQ00012141,ALU01012,2026-09-01,93.71
FREQ00012142,ALU01012,2026-10-01,92.26
FREQ00012143,ALU01012,2026-11-01,96.78
FREQ00012144,ALU01012,2026-12-01,97.23
FREQ00012145,ALU01013,2026-01-01,98.08
FREQ00012146,ALU01013,2026-02-01,87.44
FREQ00012147,ALU01013,2026-03-01,96.03
FREQ00012148,ALU01013,2026-04-01,93.28
FREQ00012149,ALU01013,2026-05-01,93.0
FREQ00012150,ALU01013,2026-06-01,93.05
FREQ00012151,ALU01013,2026-07-01,90.57
FREQ00012152,ALU01013,2026-08-01,94.7
FREQ00012153,ALU01013,2026-09-01,88.49
FREQ00012154,ALU01013,2026-10-01,97.59
FREQ00012155,ALU01013,2026-11-01,96.62
FREQ00012156,ALU01013,2026-12-01,95.08
FREQ00012157,ALU01014,2026-01-01,95.11
FREQ00012158,ALU01014,2026-02-01,97.63
FREQ00012159,ALU01014,2026-03-01,89.98
FREQ00012160,ALU01014,2026-04-01,93.37
FREQ00012161,ALU01014,2026-05-01,91.8
FREQ00012162,ALU01014,2026-06-01,87.69
FREQ00012163,ALU01014,2026-07-01,98.87
FREQ00012164,ALU01014,2026-08-01,88.38
FREQ00012165,ALU01014,2026-09-01,92.24
FREQ00012166,ALU01014,2026-10-01,94.66
FREQ00012167,ALU01014,2026-11-01,90.19
FREQ00012168,ALU01014,2026-12-01,91.3
FREQ00012169,ALU01015,2026-01-01,89.71
FREQ00012170,ALU01015,2026-02-01,87.6
FREQ00012171,ALU01015,2026-03-01,89.75
FREQ00012172,ALU01015,2026-04-01,97.29
FREQ00012173,ALU01015,2026-05-01,92.47
FREQ00012174,ALU01015,2026-06-01,88.33
FREQ00012175,ALU01015,2026-07-01,93.99
FREQ00012176,ALU01015,2026-08-01,95.81
FREQ00012177,ALU01015,2026-09-01,97.56
FREQ00012178,ALU01015,2026-10-01,93.25
FREQ00012179,ALU01015,2026-11-01,96.63
FREQ00012180,ALU01015,2026-12-01,94.02
FREQ00012181,ALU01016,2026-01-01,96.26
FREQ00012182,ALU01016,2026-02-01,95.69
FREQ00012183,ALU01016,2026-03-01,91.85
FREQ00012184,ALU01016,2026-04-01,88.72
FREQ00012185,ALU01016,2026-05-01,87.27
FREQ00012186,ALU01016,2026-06-01,95.55
FREQ00012187,ALU01016,2026-07-01,95.14
FREQ00012188,ALU01016,2026-08-01,94.3
FREQ00012189,ALU01016,2026-09-01,90.37
FREQ00012190,ALU01016,2026-10-01,97.56
FREQ00012191,ALU01016,2026-11-01,87.69
FREQ00012192,ALU01016,2026-12-01,98.52
FREQ00012193,ALU01017,2026-01-01,87.95
FREQ00012194,ALU01017,2026-02-01,87.94
FREQ00012195,ALU01017,2026-03-01,93.39
FREQ00012196,ALU01017,2026-04-01,94.82
FREQ00012197,ALU01017,2026-05-01,97.62
FREQ00012198,ALU01017,2026-06-01,97.45
FREQ00012199,ALU01017,2026-07-01,93.73
FREQ00012200,ALU01017,2026-08-01,89.4
FREQ00012201,ALU01017,2026-09-01,90.09
FREQ00012202,ALU01017,2026-10-01,89.7
FREQ00012203,ALU01017,2026-11-01,88.09
FREQ00012204,ALU01017,2026-12-01,93.29
FREQ00012205,ALU01018,2026-01-01,98.98
FREQ00012206,ALU01018,2026-02-01,92.79
FREQ00012207,ALU01018,2026-03-01,97.65
FREQ00012208,ALU01018,2026-04-01,91.12
FREQ00012209,ALU01018,2026-05-01,87.19
FREQ00012210,ALU01018,2026-06-01,89.67
FREQ00012211,ALU01018,2026-07-01,87.66
FREQ00012212,ALU01018,2026-08-01,94.3
FREQ00012213,ALU01018,2026-09-01,88.07
FREQ00012214,ALU01018,2026-10-01,90.53
FREQ00012215,ALU01018,2026-11-01,90.63
FREQ00012216,ALU01018,2026-12-01,96.68
FREQ00012217,ALU01019,2026-01-01,97.57
FREQ00012218,ALU01019,2026-02-01,87.94
FREQ00012219,ALU01019,2026-03-01,93.13
FREQ00012220,ALU01019,2026-04-01,97.73
FREQ00012221,ALU01019,2026-05-01,89.67
FREQ00012222,ALU01019,2026-06-01,87.85
FREQ00012223,ALU01019,2026-07-01,94.12
FREQ00012224,ALU01019,2026-08-01,94.21
FREQ00012225,ALU01019,2026-09-01,96.97
FREQ00012226,ALU01019,2026-10-01,96.5
FREQ00012227,ALU01019,2026-11-01,88.01
FREQ00012228,ALU01019,2026-12-01,96.94
FREQ00012229,ALU01020,2026-01-01,91.46
FREQ00012230,ALU01020,2026-02-01,94.59
FREQ00012231,ALU01020,2026-03-01,98.34
FREQ00012232,ALU01020,2026-04-01,89.88
FREQ00012233,ALU01020,2026-05-01,91.39
FREQ00012234,ALU01020,2026-06-01,88.91
FREQ00012235,ALU01020,2026-07-01,94.79
FREQ00012236,ALU01020,2026-08-01,91.92
FREQ00012237,ALU01020,2026-09-01,93.41
FREQ00012238,ALU01020,2026-10-01,98.71
FREQ00012239,ALU01020,2026-11-01,96.65
FREQ00012240,ALU01020,2026-12-01,90.14
FREQ00012241,ALU01021,2026-01-01,91.58
FREQ00012242,ALU01021,2026-02-01,87.31
FREQ00012243,ALU01021,2026-03-01,92.9
FREQ00012244,ALU01021,2026-04-01,93.52
FREQ00012245,ALU01021,2026-05-01,98.86
FREQ00012246,ALU01021,2026-06-01,93.42
FREQ00012247,ALU01021,2026-07-01,94.16
FREQ00012248,ALU01021,2026-08-01,93.71
FREQ00012249,ALU01021,2026-09-01,88.11
FREQ00012250,ALU01021,2026-10-01,93.64
FREQ00012251,ALU01021,2026-11-01,87.03
FREQ00012252,ALU01021,2026-12-01,98.38
FREQ00012253,ALU01022,2026-01-01,98.55
FREQ00012254,ALU01022,2026-02-01,96.14
FREQ00012255,ALU01022,2026-03-01,87.36
FREQ00012256,ALU01022,2026-04-01,93.49
FREQ00012257,ALU01022,2026-05-01,94.4
FREQ00012258,ALU01022,2026-06-01,97.19
FREQ00012259,ALU01022,2026-07-01,88.7
FREQ00012260,ALU01022,2026-08-01,96.13
FREQ00012261,ALU01022,2026-09-01,89.65
FREQ00012262,ALU01022,2026-10-01,97.66
FREQ00012263,ALU01022,2026-11-01,95.6
FREQ00012264,ALU01022,2026-12-01,91.54
FREQ00012265,ALU01023,2026-01-01,97.54
FREQ00012266,ALU01023,2026-02-01,97.95
FREQ00012267,ALU01023,2026-03-01,89.37
FREQ00012268,ALU01023,2026-04-01,91.44
FREQ00012269,ALU01023,2026-05-01,98.07
FREQ00012270,ALU01023,2026-06-01,92.49
FREQ00012271,ALU01023,2026-07-01,96.89
FREQ00012272,ALU01023,2026-08-01,97.76
FREQ00012273,ALU01023,2026-09-01,97.4
FREQ00012274,ALU01023,2026-10-01,92.1
FREQ00012275,ALU01023,2026-11-01,98.51
FREQ00012276,ALU01023,2026-12-01,95.99
FREQ00012277,ALU01024,2026-01-01,87.6
FREQ00012278,ALU01024,2026-02-01,89.17
FREQ00012279,ALU01024,2026-03-01,95.72
FREQ00012280,ALU01024,2026-04-01,87.82
FREQ00012281,ALU01024,2026-05-01,92.52
FREQ00012282,ALU01024,2026-06-01,88.0
FREQ00012283,ALU01024,2026-07-01,92.29
FREQ00012284,ALU01024,2026-08-01,94.48
FREQ00012285,ALU01024,2026-09-01,90.07
FREQ00012286,ALU01024,2026-10-01,94.53
FREQ00012287,ALU01024,2026-11-01,98.78
FREQ00012288,ALU01024,2026-12-01,90.14
FREQ00012289,ALU01025,2026-01-01,98.75
FREQ00012290,ALU01025,2026-02-01,89.37
FREQ00012291,ALU01025,2026-03-01,92.79
FREQ00012292,ALU01025,2026-04-01,97.64
FREQ00012293,ALU01025,2026-05-01,98.02
FREQ00012294,ALU01025,2026-06-01,97.56
FREQ00012295,ALU01025,2026-07-01,91.46
FREQ00012296,ALU01025,2026-08-01,95.84
FREQ00012297,ALU01025,2026-09-01,89.52
FREQ00012298,ALU01025,2026-10-01,92.23
FREQ00012299,ALU01025,2026-11-01,97.67
FREQ00012300,ALU01025,2026-12-01,96.86
FREQ00012301,ALU01026,2026-01-01,97.58
FREQ00012302,ALU01026,2026-02-01,95.05
FREQ00012303,ALU01026,2026-03-01,94.25
FREQ00012304,ALU01026,2026-04-01,87.53
FREQ00012305,ALU01026,2026-05-01,98.1
FREQ00012306,ALU01026,2026-06-01,98.23
FREQ00012307,ALU01026,2026-07-01,90.07
FREQ00012308,ALU01026,2026-08-01,97.61
FREQ00012309,ALU01026,2026-09-01,92.15
FREQ00012310,ALU01026,2026-10-01,98.94
FREQ00012311,ALU01026,2026-11-01,91.7
FREQ00012312,ALU01026,2026-12-01,97.31
FREQ00012313,ALU01027,2026-01-01,89.94
FREQ00012314,ALU01027,2026-02-01,89.52
FREQ00012315,ALU01027,2026-03-01,95.0
FREQ00012316,ALU01027,2026-04-01,89.27
FREQ00012317,ALU01027,2026-05-01,94.75
FREQ00012318,ALU01027,2026-06-01,98.62
FREQ00012319,ALU01027,2026-07-01,89.04
FREQ00012320,ALU01027,2026-08-01,95.42
FREQ00012321,ALU01027,2026-09-01,97.63
FREQ00012322,ALU01027,2026-10-01,87.89
FREQ00012323,ALU01027,2026-11-01,97.62
FREQ00012324,ALU01027,2026-12-01,92.88
FREQ00012325,ALU01028,2026-01-01,96.12
FREQ00012326,ALU01028,2026-02-01,98.19
FREQ00012327,ALU01028,2026-03-01,94.5
FREQ00012328,ALU01028,2026-04-01,98.64
FREQ00012329,ALU01028,2026-05-01,89.97
FREQ00012330,ALU01028,2026-06-01,93.98
FREQ00012331,ALU01028,2026-07-01,92.24
FREQ00012332,ALU01028,2026-08-01,95.02
FREQ00012333,ALU01028,2026-09-01,87.1
FREQ00012334,ALU01028,2026-10-01,89.9
FREQ00012335,ALU01028,2026-11-01,95.16
FREQ00012336,ALU01028,2026-12-01,96.93
FREQ00012337,ALU01029,2026-01-01,93.27
FREQ00012338,ALU01029,2026-02-01,91.45
FREQ00012339,ALU01029,2026-03-01,94.63
FREQ00012340,ALU01029,2026-04-01,91.84
FREQ00012341,ALU01029,2026-05-01,88.82
FREQ00012342,ALU01029,2026-06-01,88.0
FREQ00012343,ALU01029,2026-07-01,93.43
FREQ00012344,ALU01029,2026-08-01,90.43
FREQ00012345,ALU01029,2026-09-01,93.42
FREQ00012346,ALU01029,2026-10-01,89.18
FREQ00012347,ALU01029,2026-11-01,87.85
FREQ00012348,ALU01029,2026-12-01,87.66
FREQ00012349,ALU01030,2026-01-01,88.73
FREQ00012350,ALU01030,2026-02-01,98.51
FREQ00012351,ALU01030,2026-03-01,95.03
FREQ00012352,ALU01030,2026-04-01,90.84
FREQ00012353,ALU01030,2026-05-01,92.37
FREQ00012354,ALU01030,2026-06-01,97.55
FREQ00012355,ALU01030,2026-07-01,97.34
FREQ00012356,ALU01030,2026-08-01,94.8
FREQ00012357,ALU01030,2026-09-01,89.41
FREQ00012358,ALU01030,2026-10-01,87.75
FREQ00012359,ALU01030,2026-11-01,90.66
FREQ00012360,ALU01030,2026-12-01,90.67
FREQ00012361,ALU01031,2026-01-01,97.02
FREQ00012362,ALU01031,2026-02-01,95.65
FREQ00012363,ALU01031,2026-03-01,96.42
FREQ00012364,ALU01031,2026-04-01,95.33
FREQ00012365,ALU01031,2026-05-01,91.68
FREQ00012366,ALU01031,2026-06-01,94.84
FREQ00012367,ALU01031,2026-07-01,89.3
FREQ00012368,ALU01031,2026-08-01,92.74
FREQ00012369,ALU01031,2026-09-01,96.33
FREQ00012370,ALU01031,2026-10-01,96.74
FREQ00012371,ALU01031,2026-11-01,92.77
FREQ00012372,ALU01031,2026-12-01,87.3
FREQ00012373,ALU01032,2026-01-01,95.53
FREQ00012374,ALU01032,2026-02-01,92.78
FREQ00012375,ALU01032,2026-03-01,91.23
FREQ00012376,ALU01032,2026-04-01,98.99
FREQ00012377,ALU01032,2026-05-01,94.93
FREQ00012378,ALU01032,2026-06-01,90.24
FREQ00012379,ALU01032,2026-07-01,89.58
FREQ00012380,ALU01032,2026-08-01,98.81
FREQ00012381,ALU01032,2026-09-01,88.56
FREQ00012382,ALU01032,2026-10-01,90.2
FREQ00012383,ALU01032,2026-11-01,93.16
FREQ00012384,ALU01032,2026-12-01,94.76
FREQ00012385,ALU01033,2026-01-01,87.32
FREQ00012386,ALU01033,2026-02-01,96.47
FREQ00012387,ALU01033,2026-03-01,95.86
FREQ00012388,ALU01033,2026-04-01,89.67
FREQ00012389,ALU01033,2026-05-01,97.47
FREQ00012390,ALU01033,2026-06-01,96.44
FREQ00012391,ALU01033,2026-07-01,92.84
FREQ00012392,ALU01033,2026-08-01,90.04
FREQ00012393,ALU01033,2026-09-01,93.76
FREQ00012394,ALU01033,2026-10-01,91.08
FREQ00012395,ALU01033,2026-11-01,97.58
FREQ00012396,ALU01033,2026-12-01,96.86
FREQ00012397,ALU01034,2026-01-01,89.79
FREQ00012398,ALU01034,2026-02-01,89.08
FREQ00012399,ALU01034,2026-03-01,88.11
FREQ00012400,ALU01034,2026-04-01,89.42
FREQ00012401,ALU01034,2026-05-01,92.33
FREQ00012402,ALU01034,2026-06-01,91.72
FREQ00012403,ALU01034,2026-07-01,93.86
FREQ00012404,ALU01034,2026-08-01,92.43
FREQ00012405,ALU01034,2026-09-01,88.69
FREQ00012406,ALU01034,2026-10-01,92.05
FREQ00012407,ALU01034,2026-11-01,89.87
FREQ00012408,ALU01034,2026-12-01,94.65
FREQ00012409,ALU01035,2026-01-01,95.61
FREQ00012410,ALU01035,2026-02-01,94.45
FREQ00012411,ALU01035,2026-03-01,94.31
FREQ00012412,ALU01035,2026-04-01,97.69
FREQ00012413,ALU01035,2026-05-01,97.12
FREQ00012414,ALU01035,2026-06-01,87.01
FREQ00012415,ALU01035,2026-07-01,97.54
FREQ00012416,ALU01035,2026-08-01,95.36
FREQ00012417,ALU01035,2026-09-01,88.09
FREQ00012418,ALU01035,2026-10-01,89.44
FREQ00012419,ALU01035,2026-11-01,95.17
FREQ00012420,ALU01035,2026-12-01,89.88
FREQ00012421,ALU01036,2026-01-01,95.44
FREQ00012422,ALU01036,2026-02-01,87.82
FREQ00012423,ALU01036,2026-03-01,97.45
FREQ00012424,ALU01036,2026-04-01,91.07
FREQ00012425,ALU01036,2026-05-01,97.0
FREQ00012426,ALU01036,2026-06-01,95.46
FREQ00012427,ALU01036,2026-07-01,89.24
FREQ00012428,ALU01036,2026-08-01,91.82
FREQ00012429,ALU01036,2026-09-01,87.84
FREQ00012430,ALU01036,2026-10-01,92.59
FREQ00012431,ALU01036,2026-11-01,91.34
FREQ00012432,ALU01036,2026-12-01,98.56
FREQ00012433,ALU01037,2026-01-01,93.23
FREQ00012434,ALU01037,2026-02-01,91.22
FREQ00012435,ALU01037,2026-03-01,87.25
FREQ00012436,ALU01037,2026-04-01,95.67
FREQ00012437,ALU01037,2026-05-01,92.21
FREQ00012438,ALU01037,2026-06-01,91.54
FREQ00012439,ALU01037,2026-07-01,93.79
FREQ00012440,ALU01037,2026-08-01,90.36
FREQ00012441,ALU01037,2026-09-01,98.76
FREQ00012442,ALU01037,2026-10-01,96.76
FREQ00012443,ALU01037,2026-11-01,95.31
FREQ00012444,ALU01037,2026-12-01,96.15
FREQ00012445,ALU01038,2026-01-01,88.5
FREQ00012446,ALU01038,2026-02-01,95.89
FREQ00012447,ALU01038,2026-03-01,98.96
FREQ00012448,ALU01038,2026-04-01,91.05
FREQ00012449,ALU01038,2026-05-01,96.77
FREQ00012450,ALU01038,2026-06-01,90.51
FREQ00012451,ALU01038,2026-07-01,90.46
FREQ00012452,ALU01038,2026-08-01,87.43
FREQ00012453,ALU01038,2026-09-01,87.34
FREQ00012454,ALU01038,2026-10-01,90.46
FREQ00012455,ALU01038,2026-11-01,97.69
FREQ00012456,ALU01038,2026-12-01,89.23
FREQ00012457,ALU01039,2026-01-01,95.32
FREQ00012458,ALU01039,2026-02-01,92.92
FREQ00012459,ALU01039,2026-03-01,91.26
FREQ00012460,ALU01039,2026-04-01,88.98
FREQ00012461,ALU01039,2026-05-01,89.94
FREQ00012462,ALU01039,2026-06-01,89.56
FREQ00012463,ALU01039,2026-07-01,92.23
FREQ00012464,ALU01039,2026-08-01,87.06
FREQ00012465,ALU01039,2026-09-01,87.19
FREQ00012466,ALU01039,2026-10-01,97.4
FREQ00012467,ALU01039,2026-11-01,96.41
FREQ00012468,ALU01039,2026-12-01,97.2
FREQ00012469,ALU01040,2026-01-01,90.35
FREQ00012470,ALU01040,2026-02-01,90.77
FREQ00012471,ALU01040,2026-03-01,87.65
FREQ00012472,ALU01040,2026-04-01,92.86
FREQ00012473,ALU01040,2026-05-01,94.7
FREQ00012474,ALU01040,2026-06-01,93.78
FREQ00012475,ALU01040,2026-07-01,90.29
FREQ00012476,ALU01040,2026-08-01,91.3
FREQ00012477,ALU01040,2026-09-01,88.3
FREQ00012478,ALU01040,2026-10-01,89.88
FREQ00012479,ALU01040,2026-11-01,93.7
FREQ00012480,ALU01040,2026-12-01,96.57
FREQ00012481,ALU01041,2026-01-01,89.68
FREQ00012482,ALU01041,2026-02-01,92.74
FREQ00012483,ALU01041,2026-03-01,98.77
FREQ00012484,ALU01041,2026-04-01,93.67
FREQ00012485,ALU01041,2026-05-01,98.11
FREQ00012486,ALU01041,2026-06-01,97.16
